Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0.13191900000002352,,,,730,0,-0.0482421875,-0.9591796875,-0.03141908334420851,0.005880390787026339,0,-0.035543113833533896,0,0,0,0,0,0,0,-0.03610993108509174,-0.24992832859573116,0.005880390787026339,0.05859375,-0.03516181208744931,0,1,1,0,0,0,0,0,,
0.10807999999994644,,,,761.3999999999999,0,-0.0484375,-0.9583984375,-0.03141489852095189,0.006186163771109201,0,-0.03449317742839228,0,0,0,0,0,0,0,-0.03583978709864618,-0.24962970535058812,0.006186163771109201,0.05859375,-0.03532124076377324,0,1,1,0.1,0,0,0,0,,
5.416791499999951,,,,792.8000000000001,0,-0.0484375,-0.9568359375,-0.03128965343057474,0.006155467427811373,0,-0.03575263940769367,0,0,0,0,0,0,0,-0.036679523789328955,-0.24961710321816982,0.006155467427811373,0.05859375,-0.03574267506900573,0,1,1,0,0,0,0,0,,
10.700406499999941,,,,824.2,0,-0.048046875,-0.95703125,-0.03137174352321122,0.006232445422333702,0,-0.03529572717623261,0,0,0,0,0,0,0,-0.03642060687856904,-0.24991683952675228,0.006232445422333702,0.05859375,-0.0354389649708049,0,1,1,0,0,0,0,0,,
15.984586999999939,,,,855.6000000000001,0,-0.0486328125,-0.9576171875,-0.03132790462222124,0.0058398512921813295,0,-0.03508490877071034,0,0,0,0,0,0,0,-0.03631979599705322,-0.2495176888287749,0.0058398512921813295,0.05859375,-0.03509521411720893,0,1,1,0,0,0,0,0,,
21.26324649999994,,,,887,0,-0.048828125,-0.9578125,-0.031429520602077196,0.006056311360247124,0,-0.03497037357039889,0,0,0,0,0,0,0,-0.03584527450957934,-0.2497347013920002,0.006056311360247124,0.05859375,-0.03554640864851503,0,1,1,0.1,0,0,0,0,,
26.608241499999945,,,,918.3999999999999,0,-0.04765625,-0.9572265625,-0.03145774369250097,0.0059195956840087435,0,-0.03541256496627064,0,0,0,0,0,0,0,-0.035884473892154295,-0.24996596926687,0.0059195956840087435,0.05859375,-0.035802159059659874,0,1,1,0,0,0,0,0,,
31.91578199999994,,,,949.8,0,-0.048046875,-0.9572265625,-0.03133648434120302,0.005946992768733623,0,-0.03713337852682291,0,0,0,0,0,0,0,-0.036338791384659536,-0.24959507235405148,0.005946992768733623,0.05859375,-0.03562017861102551,0,1,1,0,0,0,0,0,,
37.184041999999934,,,,981.2,0,-0.04765625,-0.95703125,-0.031359602796824086,0.00642436795129035,0,-0.034708522016979784,0,0,0,0,0,0,0,-0.03644828726967107,-0.24986189781738535,0.006424367951290348,0.05859375,-0.03535132869166089,0,1,1,0,0,0,0,0,,
42.43755999999995,,,,1012.6000000000001,0,-0.0482421875,-0.95859375,-0.031396105809140255,0.006322076314976008,0,-0.03513489398836965,0,0,0,0,0,0,0,-0.03610756635303477,-0.24976959330145201,0.006322076314976008,0.05859375,-0.034924030970219684,0,1,1,0.1,0,0,0,0,,
47.69470549999995,,,,1044,0,-0.0474609375,-0.956640625,-0.031394494726625644,0.006280539216386512,0,-0.03588843009265229,0,0,0,0,0,0,0,-0.03608738596348189,-0.2497384489038866,0.006280539216386512,0.05859375,-0.03565679155813621,0,1,1,0,0,0,0,0,,
53.025508499999944,,,,1075.3999999999999,0,-0.0482421875,-0.9576171875,-0.031350554981758136,0.0058941112237194644,0,-0.03418528581478514,0,0,0,0,0,0,0,-0.03618989713318043,-0.24954193397751254,0.0058941112237194644,0.05859375,-0.03534752155915865,0,1,1,0.1,0,0,0,0,,
58.327575499999945,,,,1106.7999999999997,0,-0.048046875,-0.95703125,-0.031422507952472915,0.006163440138248047,0,-0.03593032588514762,0,0,0,0,0,0,0,-0.03596924000961486,-0.24981094323682068,0.006163440138248047,0.05859375,-0.03550468985846641,0,1,1,0.2,0,0,0,0,,
63.655395499999955,,,,1138.2000000000003,0,-0.0486328125,-0.95703125,-0.03126754356714455,0.0061956987398479775,0,-0.034921651290355786,0,0,0,0,0,0,0,-0.03660335935581849,-0.24939047304649536,0.0061956987398479775,0.05859375,-0.03514831097683569,0,1,1,0,0,0,0,0,,
68.93789399999996,,,,1169.6000000000001,0,-0.0478515625,-0.95703125,-0.03138952611069573,0.006332601521043231,0,-0.03430645845543252,0,0,0,0,0,0,0,-0.036141470350378076,-0.24975872003517816,0.006332601521043232,0.05859375,-0.035113918183511304,0,1,1,0,0,0,0,0,,
74.26845749999995,,,,1201,0,-0.048046875,-0.957421875,-0.03127457278519044,0.006364318874145984,0,-0.03555119579773556,0,0,0,0,0,0,0,-0.03656712705119511,-0.24940207715141516,0.006364318874145984,0.05859375,-0.03502926766306445,0,1,1,0,0,0,0,0,,
79.60079899999995,,,,1232.3999999999999,0,-0.0478515625,-0.9572265625,-0.03130633776768266,0.005920818941635005,0,-0.03483477029467644,0,0,0,0,0,0,0,-0.03667594592037205,-0.24972706838880004,0.005920818941635005,0.05859375,-0.03503416298794193,0,1,1,0,0,0,0,0,,
