Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message
620.9561895,,,,840,0,-0.048203125,-0.957080078,-0.030566598,0.011068032,0,-0.046088693,51.81948446,0,0,0,0,0,0,-0.042931495,-0.250948417,0.011068032,0.05859375,-0.046153415,0,1,1,0.01,0,0,0,0,
630.8557286,,,,854,0,-0.048027344,-0.957050781,-0.03056806,0.011054967,0,-0.046324905,53.4,0,0,0,0,0,0,-0.043023825,-0.251050693,0.011054967,0.05859375,-0.046306924,0,1,1,0.045,0,0,0,0,
640.7546553,,,,868,0,-0.047880859,-0.956953125,-0.030565592,0.01100461,0,-0.046102054,52.91587976,0,0,0,0,0,0,-0.042983986,-0.250994063,0.01100461,0.05859375,-0.046079699,0,1,1,0.035,0,0,0,0,
650.6512863,,,,882,0,-0.048095703,-0.957080078,-0.030564859,0.011000683,0,-0.045958403,51.9018671,0,0,0,0,0,0,-0.043061518,-0.251066605,0.011000683,0.05859375,-0.045982788,0,1,1,0.045,0,0,0,0,
660.9295006,,,,896,-5.85938E-05,-0.047880859,-0.957861328,-0.030558714,0.010921861,0,-0.045766244,51.93726753,0,0,0,0,0,0,-0.043164914,-0.251128185,0.010921861,0.058710938,-0.046066365,0,1,1,0.045,0,0,0,0,
671.5263031,,,,910,0,-0.048076172,-0.957382813,-0.030574355,0.011022873,0,-0.046529238,52.55593929,0,0,0,0,0,0,-0.042892908,-0.250962619,0.011022873,0.05859375,-0.046500942,0,1,1,0.055,0,0,0,0,
682.0769068,,,,924,0,-0.048173828,-0.957128906,-0.030559452,0.01105676,0,-0.046978067,53.44241864,0,0,0,0,0,0,-0.043060378,-0.25102867,0.01105676,0.05859375,-0.046732622,0,1,1,0.07,0,0,0,0,
692.8913683,,,,938,0,-0.048164063,-0.957138672,-0.030560802,0.01100059,0,-0.046261614,52.24499625,0,0,0,0,0,0,-0.043080441,-0.251057919,0.01100059,0.05859375,-0.046084407,0,1,1,0.045,0,0,0,0,
703.8173262,,,,952,0,-0.047998047,-0.957314453,-0.030554127,0.010953062,0,-0.046180116,52.69012996,0,0,0,0,0,0,-0.043071992,-0.251004042,0.010953062,0.05859375,-0.046038876,0,1,1,0.055,0,0,0,0,
714.8223686,,,,966,0,-0.048046875,-0.957060547,-0.03054755,0.010990283,0,-0.046334913,52.02168313,0,0,0,0,0,0,-0.043200444,-0.25108774,0.010990283,0.05859375,-0.046349058,0,1,1,0.04,0,0,0,0,
725.6390841,,,,980,0,-0.048134766,-0.957080078,-0.030559462,0.010808633,0,-0.046342535,52.6244013,0,0,0,0,0,0,-0.043111331,-0.251079691,0.010808633,0.05859375,-0.04646911,0,1,1,0.05,0,0,0,0,
736.3265848,,,,994,0,-0.048027344,-0.957910156,-0.030524444,0.010877164,0,-0.046450592,52.60467046,0,0,0,0,0,0,-0.043297536,-0.251027585,0.010877164,0.05859375,-0.046196494,0,1,1,0.065,0,0,0,0,
746.9972208,,,,1008,0,-0.048291016,-0.957373047,-0.030542173,0.010956666,0,-0.045508863,53,0,0,0,0,0,0,-0.043198558,-0.251049262,0.010956666,0.05859375,-0.045977715,0,1,1,0.04,0,0,0,0,
757.5802286,,,,1022,0,-0.048095703,-0.957392578,-0.030553869,0.010726768,0,-0.046120998,52.73434702,0,0,0,0,0,0,-0.043127979,-0.251058274,0.010726768,0.05859375,-0.046051501,0,1,1,0.04,0,0,0,0,
768.2774728,,,,1036,0,-0.048105469,-0.9575,-0.030536777,0.010577967,0,-0.045822777,52.98414012,0,0,0,0,0,0,-0.043261345,-0.251075323,0.010577967,0.05859375,-0.045896357,0,1,1,0.06,0,0,0,0,
778.9615801,,,,1050,0,-0.048193359,-0.957177734,-0.030574654,0.010777755,0,-0.046626133,52.78827635,0,0,0,0,0,0,-0.042962146,-0.251033894,0.010777755,0.05859375,-0.046352213,0,1,1,0.035,0,0,0,0,
789.6428355,,,,1064,0,-0.047919922,-0.956933594,-0.030542796,0.010804698,0,-0.04626374,53.5,0,0,0,0,0,0,-0.043328751,-0.251183692,0.010804698,0.05859375,-0.046135462,0,1,1,0.05,0,0,0,0,
800.4382846,,,,1078,0,-0.048134766,-0.957128906,-0.030573597,0.01057848,0,-0.046652654,52.19031173,0,0,0,0,0,0,-0.043086449,-0.251151003,0.01057848,0.05859375,-0.046737691,0,1,1,0.025,0,0,0,0,
811.2487974,,,,1092,-0.001074219,-0.046933594,-0.958603516,-0.030563184,0.010823442,0,-0.046625864,52.98998611,0,0,0,0,0,0,-0.043077232,-0.251070918,0.010823442,0.059736328,-0.046582317,0,1,1,0.045,0,0,0,0,
822.1279662,,,,1106,0,-0.048085938,-0.957714844,-0.03055273,0.010643754,0,-0.046025317,51.1,0,0,0,0,0,0,-0.043129848,-0.251052391,0.010643754,0.05859375,-0.046243289,0,1,1,0.05,0,0,0,0,
832.7738579,,,,1120,0,-0.048066406,-0.9575,-0.030540015,0.010718288,0,-0.046599839,52.72198548,0,0,0,0,0,0,-0.043168887,-0.251004901,0.010718288,0.05859375,-0.046334977,0,1,1,0.055,0,0,0,0,
843.4744881,,,,1134,0,-0.048125,-0.957431641,-0.030570276,0.010816968,0,-0.047102996,53.61311091,0,0,0,0,0,0,-0.043161263,-0.251203216,0.010816968,0.05859375,-0.046952734,0,1,1,0.04,0,0,0,0,
854.2276366,,,,1148,0,-0.048076172,-0.957353516,-0.030566136,0.01079413,0,-0.046651233,51.5531304,0,0,0,0,0,0,-0.043184672,-0.251198453,0.01079413,0.05859375,-0.046631987,0,1,1,0.03,0,0,0,0,
864.9517308,,,,1162,0,-0.048037109,-0.957363281,-0.030546769,0.010761141,0,-0.046367368,51.6554221,0,0,0,0,0,0,-0.043273462,-0.251155443,0.010761141,0.05859375,-0.046355782,0,1,1,0.06,0,0,0,0,
875.7255311,,,,1176,0,-0.048115234,-0.957392578,-0.030559388,0.010784366,0,-0.046397294,52,0,0,0,0,0,0,-0.043227063,-0.251194916,0.010784366,0.05859375,-0.046669809,0,1,1,0.045,0,0,0,0,
886.6278909,,,,1190,-2.92969E-05,-0.048134766,-0.957509766,-0.030551738,0.010397675,0,-0.046458459,50.7,0,0,0,0,0,0,-0.04326196,-0.251177755,0.010397675,0.05859375,-0.046433526,0,1,1,0.045,0,0,0,0,
897.3694998,,,,1204,0,-0.048544922,-0.957246094,-0.030576488,0.010313128,0,-0.045850321,50.77018239,0,0,0,0,0,0,-0.043102836,-0.251187066,0.010313128,0.05859375,-0.046213826,0,1,1,0.065,0,0,0,0,
907.6209611,,,,1218,0,-0.048535156,-0.957539063,-0.030539859,0.010392629,0,-0.046787462,50.46140456,0,0,0,0,0,0,-0.043338502,-0.251173458,0.010392629,0.05859375,-0.046359647,0,1,1,0.065,0,0,0,0,
917.5074098,,,,1232,0,-0.048183594,-0.957226563,-0.030535351,0.010373924,0,-0.046534865,49.50363594,0,0,0,0,0,0,-0.043397214,-0.251201489,0.010373924,0.05859375,-0.046476738,0,1,1,0.06,0,0,0,0,
927.3707541,,,,1246,5.85938E-05,-0.048330078,-0.957314453,-0.030558132,0.010359189,0,-0.046422774,47.76867995,0,0,0,0,0,0,-0.043276131,-0.25123544,0.010359189,0.058427734,-0.046285481,0,1,1,0.05,0,0,0,0,
937.2491266,,,,1260,0,-0.04828125,-0.957363281,-0.030547783,0.010349773,0,-0.046333035,47.13478725,0,0,0,0,0,0,-0.043271823,-0.251160705,0.010349773,0.05859375,-0.0466006,0,1,1,0.08,0,0,0,0,
947.1187574,,,,1274,0,-0.048125,-0.957285156,-0.030556621,0.010312352,0,-0.046825067,46.1,0,0,0,0,0,0,-0.043200922,-0.251149944,0.010312352,0.05859375,-0.046815937,0,1,1,0.08,0,0,0,0,
956.9815064,,,,1288,0,-0.048271484,-0.957480469,-0.030536898,0.010228824,0,-0.046225575,45.47982723,0,0,0,0,0,0,-0.043340855,-0.251155655,0.010228824,0.05859375,-0.046234126,0,1,1,0.075,0,0,0,0,
966.8793048,,,,1302,0,-0.048183594,-0.9571875,-0.030550412,0.010388919,0,-0.046976421,43.38794775,0,0,0,0,0,0,-0.043256509,-0.251163277,0.010388919,0.05859375,-0.046494566,0,1,1,0.09,0,0,0,0,
976.7787961,,,,1316,0,-0.048212891,-0.957158203,-0.030551782,0.010191561,0,-0.045987554,41.02867442,0,0,0,0,0,0,-0.043363423,-0.251279519,0.010191561,0.05859375,-0.046114343,0,1,1,0.06,0,0,0,0,
986.6620963,,,,1330,0,-0.048271484,-0.957070313,-0.030516766,0.010361446,0,-0.046828045,33.95659593,0,0,0,0,0,0,-0.043452544,-0.251130343,0.010361446,0.05859375,-0.046878581,0,1,1,0.05,0,0,0,0,
996.5614033,,,,1344,0,-0.048359375,-0.957128906,-0.030547503,0.010212363,0,-0.04715222,32.79539313,0,0,0,0,0,0,-0.043281505,-0.251168477,0.010212363,0.05859375,-0.046717867,0,1,1,0.07,0,0,0,0,
1006.468871,,,,1358,-0.000195313,-0.047949219,-0.957744141,-0.030540326,0.0103047,0,-0.046888731,29.47883698,0,0,0,0,0,0,-0.043370229,-0.251208363,0.0103047,0.058769531,-0.046738105,0,1,1,0.085,0,0,0,0,
1016.592258,,,,1372,0,-0.048017578,-0.957373047,-0.030543633,0.010227663,0,-0.047391561,19.21359066,0,0,0,0,0,0,-0.043269037,-0.251129676,0.010227663,0.05859375,-0.046783277,0,1,1,0.07,0,0,0,0,
1026.668793,,,,1386,-0.00015625,-0.047949219,-0.957216797,-0.03057815,0.010253971,0,-0.047161223,12.64288469,0,0,0,0,0,0,-0.043093276,-0.251188813,0.010253971,0.05859375,-0.046949169,0,1,1,0.09,0,0,0,0,
1036.562289,,,,1400,0,-0.048017578,-0.957402344,-0.030570234,0.010223012,0,-0.04639472,10.63421074,0,0,0,0,0,0,-0.043302355,-0.251344024,0.010223012,0.05859375,-0.046738288,0,1,1,0.075,0,0,0,0,
1046.466146,,,,700,0,-0.048154297,-0.957529297,-0.030556696,0.010051895,0,-0.046342127,1.393646975,0,0,0,0,0,0,-0.043307377,-0.251256911,0.010051895,0.05859375,-0.046101442,0,1,1,0.035,0,0,0,0,
1056.380271,,,,714,4.88281E-05,-0.048173828,-0.957714844,-0.030566568,0.010100952,0,-0.046052402,15.24225248,0,0,0,0,0,0,-0.043317123,-0.251333843,0.010100952,0.0584375,-0.046204806,0,1,1,0.03,0,0,0,0,
1066.278356,,,,728,0,-0.048310547,-0.957792969,-0.03053097,0.010139108,0,-0.046366902,53.18686368,0,0,0,0,0,0,-0.043583179,-0.251357636,0.010139108,0.05859375,-0.046331187,0,1,1,0.03,0,0,0,0,
