RPM,time,count,,,,,,Record time: 1582.458,,,delta_T,0.017604775,0.017604775
50.4,0,0,,,,,,,,,,,
51.1,0.017604775,1,,,,,,,,,,,
51.9,0.03520955,2,,,,,,,,,,,
51.7,0.052814324,3,,,,,,,,,,,
50.4,0.070419099,4,,,,,,,,,,,
50,0.088023874,5,,,,,,,,,,,
50.6,0.105628649,6,,,,,,,,,,,
50.6,0.123233424,7,,,,,,,,,,,
50.7,0.140838199,8,,,,,,,,,,,
50.6,0.158442973,9,,,,,,,,,,,
50.8,0.176047748,10,,,,,,,,,,,
50.5,0.193652523,11,,,,,,,,,,,
50,0.211257298,12,,,,,,,,,,,
50.4,0.228862073,13,,,,,,,,,,,
50.9,0.246466848,14,,,,,,,,,,,
50.8,0.264071622,15,,,,,,,,,,,
50.9,0.281676397,16,,,,,,,,,,,
50.4,0.299281172,17,,,,,,,,,,,
50.4,0.316885947,18,,,,,,,,,,,
50,0.334490722,19,,,,,,,,,,,
50,0.352095497,20,,,,,,,,,,,
50.6,0.369700271,21,,,,,,,,,,,
51.1,0.387305046,22,,,,,,,,,,,
50.8,0.404909821,23,,,,,,,,,,,
51.2,0.422514596,24,,,,,,,,,,,
51.2,0.440119371,25,,,,,,,,,,,
51,0.457724146,26,,,,,,,,,,,
51.3,0.47532892,27,,,,,,,,,,,
51.3,0.492933695,28,,,,,,,,,,,
52,0.51053847,29,,,,,,,,,,,
52.6,0.528143245,30,,,,,,,,,,,
52,0.54574802,31,,,,,,,,,,,
51.2,0.563352795,32,,,,,,,,,,,
51.2,0.580957569,33,,,,,,,,,,,
51.5,0.598562344,34,,,,,,,,,,,
51.4,0.616167119,35,,,,,,,,,,,
51.7,0.633771894,36,,,,,,,,,,,
51.6,0.651376669,37,,,,,,,,,,,
50.9,0.668981444,38,,,,,,,,,,,
50.9,0.686586218,39,,,,,,,,,,,
50.9,0.704190993,40,,,,,,,,,,,
51.4,0.721795768,41,,,,,,,,,,,
51.5,0.739400543,42,,,,,,,,,,,
51.5,0.757005318,43,,,,,,,,,,,
51.1,0.774610093,44,,,,,,,,,,,
50.4,0.792214867,45,,,,,,,,,,,
50.7,0.809819642,46,,,,,,,,,,,
50.7,0.827424417,47,,,,,,,,,,,
50.5,0.845029192,48,,,,,,,,,,,
51.1,0.862633967,49,,,,,,,,,,,
51.1,0.880238742,50,,,,,,,,,,,
50.6,0.897843516,51,,,,,,,,,,,
50.3,0.915448291,52,,,,,,,,,,,
50.7,0.933053066,53,,,,,,,,,,,
51.1,0.950657841,54,,,,,,,,,,,
51.3,0.968262616,55,,,,,,,,,,,
51.3,0.985867391,56,,,,,,,,,,,
51,1.003472165,57,,,,,,,,,,,
50.3,1.02107694,58,,,,,,,,,,,
49.9,1.038681715,59,,,,,,,,,,,
49.9,1.05628649,60,,,,,,,,,,,
49.9,1.073891265,61,,,,,,,,,,,
49.8,1.09149604,62,,,,,,,,,,,
50.3,1.109100814,63,,,,,,,,,,,
50.9,1.126705589,64,,,,,,,,,,,
50.1,1.144310364,65,,,,,,,,,,,
49.8,1.161915139,66,,,,,,,,,,,
50.2,1.179519914,67,,,,,,,,,,,
50.2,1.197124689,68,,,,,,,,,,,
50.7,1.214729463,69,,,,,,,,,,,
50.7,1.232334238,70,,,,,,,,,,,
51,1.249939013,71,,,,,,,,,,,
50.4,1.267543788,72,,,,,,,,,,,
50.2,1.285148563,73,,,,,,,,,,,
50.6,1.302753337,74,,,,,,,,,,,
50.5,1.320358112,75,,,,,,,,,,,
51.1,1.337962887,76,,,,,,,,,,,
51.5,1.355567662,77,,,,,,,,,,,
51.1,1.373172437,78,,,,,,,,,,,
51.1,1.390777212,79,,,,,,,,,,,
51.8,1.408381986,80,,,,,,,,,,,
51.8,1.425986761,81,,,,,,,,,,,
52.1,1.443591536,82,,,,,,,,,,,
51.7,1.461196311,83,,,,,,,,,,,
51.4,1.478801086,84,,,,,,,,,,,
51.2,1.496405861,85,,,,,,,,,,,
50.8,1.514010635,86,,,,,,,,,,,
50.6,1.53161541,87,,,,,,,,,,,
51.1,1.549220185,88,,,,,,,,,,,
51.9,1.56682496,89,,,,,,,,,,,
51.5,1.584429735,90,,,,,,,,,,,
50.9,1.60203451,91,,,,,,,,,,,
50.9,1.619639284,92,,,,,,,,,,,
51.3,1.637244059,93,,,,,,,,,,,
51.3,1.654848834,94,,,,,,,,,,,
51,1.672453609,95,,,,,,,,,,,
51.5,1.690058384,96,,,,,,,,,,,
52.2,1.707663159,97,,,,,,,,,,,
51.9,1.725267933,98,,,,,,,,,,,
51.5,1.742872708,99,,,,,,,,,,,
51.5,1.760477483,100,,,,,,,,,,,
51.6,1.778082258,101,,,,,,,,,,,
51.3,1.795687033,102,,,,,,,,,,,
51.9,1.813291808,103,,,,,,,,,,,
52.7,1.830896582,104,,,,,,,,,,,
52.5,1.848501357,105,,,,,,,,,,,
51.9,1.866106132,106,,,,,,,,,,,
52.4,1.883710907,107,,,,,,,,,,,
52.9,1.901315682,108,,,,,,,,,,,
52.3,1.918920457,109,,,,,,,,,,,
52.3,1.936525231,110,,,,,,,,,,,
52,1.954130006,111,,,,,,,,,,,
51,1.971734781,112,,,,,,,,,,,
51,1.989339556,113,,,,,,,,,,,
50.5,2.006944331,114,,,,,,,,,,,
51,2.024549106,115,,,,,,,,,,,
51.2,2.04215388,116,,,,,,,,,,,
51,2.059758655,117,,,,,,,,,,,
50.8,2.07736343,118,,,,,,,,,,,
50.1,2.094968205,119,,,,,,,,,,,
49.8,2.11257298,120,,,,,,,,,,,
50.5,2.130177755,121,,,,,,,,,,,
50.5,2.147782529,122,,,,,,,,,,,
50.8,2.165387304,123,,,,,,,,,,,
50.7,2.182992079,124,,,,,,,,,,,
50.8,2.200596854,125,,,,,,,,,,,
50.2,2.218201629,126,,,,,,,,,,,
50,2.235806404,127,,,,,,,,,,,
50.9,2.253411178,128,,,,,,,,,,,
51.4,2.271015953,129,,,,,,,,,,,
51.6,2.288620728,130,,,,,,,,,,,
51.6,2.306225503,131,,,,,,,,,,,
51.6,2.323830278,132,,,,,,,,,,,
51.6,2.341435053,133,,,,,,,,,,,
51.6,2.359039827,134,,,,,,,,,,,
51.6,2.376644602,135,,,,,,,,,,,
51,2.394249377,136,,,,,,,,,,,
51.1,2.411854152,137,,,,,,,,,,,
51.6,2.429458927,138,,,,,,,,,,,
50.8,2.447063701,139,,,,,,,,,,,
50.2,2.464668476,140,,,,,,,,,,,
50.9,2.482273251,141,,,,,,,,,,,
50.9,2.499878026,142,,,,,,,,,,,
51.2,2.517482801,143,,,,,,,,,,,
51.2,2.535087576,144,,,,,,,,,,,
51.5,2.55269235,145,,,,,,,,,,,
51.2,2.570297125,146,,,,,,,,,,,
50.6,2.5879019,147,,,,,,,,,,,
51,2.605506675,148,,,,,,,,,,,
51.4,2.62311145,149,,,,,,,,,,,
51.5,2.640716225,150,,,,,,,,,,,
51.6,2.658320999,151,,,,,,,,,,,
51.1,2.675925774,152,,,,,,,,,,,
50.6,2.693530549,153,,,,,,,,,,,
50.6,2.711135324,154,,,,,,,,,,,
51.3,2.728740099,155,,,,,,,,,,,
51.9,2.746344874,156,,,,,,,,,,,
52.2,2.763949648,157,,,,,,,,,,,
52.3,2.781554423,158,,,,,,,,,,,
52.3,2.799159198,159,,,,,,,,,,,
52,2.816763973,160,,,,,,,,,,,
51.9,2.834368748,161,,,,,,,,,,,
52.2,2.851973523,162,,,,,,,,,,,
52.6,2.869578297,163,,,,,,,,,,,
52.6,2.887183072,164,,,,,,,,,,,
52,2.904787847,165,,,,,,,,,,,
51.4,2.922392622,166,,,,,,,,,,,
51.7,2.939997397,167,,,,,,,,,,,
52.1,2.957602172,168,,,,,,,,,,,
52.1,2.975206946,169,,,,,,,,,,,
51.8,2.992811721,170,,,,,,,,,,,
52.6,3.010416496,171,,,,,,,,,,,
52.4,3.028021271,172,,,,,,,,,,,
51.5,3.045626046,173,,,,,,,,,,,
51.7,3.063230821,174,,,,,,,,,,,
51.7,3.080835595,175,,,,,,,,,,,
52.1,3.09844037,176,,,,,,,,,,,
52.2,3.116045145,177,,,,,,,,,,,
52.3,3.13364992,178,,,,,,,,,,,
51.5,3.151254695,179,,,,,,,,,,,
50.8,3.16885947,180,,,,,,,,,,,
51.5,3.186464244,181,,,,,,,,,,,
51.6,3.204069019,182,,,,,,,,,,,
52,3.221673794,183,,,,,,,,,,,
52,3.239278569,184,,,,,,,,,,,
52.4,3.256883344,185,,,,,,,,,,,
51.8,3.274488119,186,,,,,,,,,,,
50.7,3.292092893,187,,,,,,,,,,,
50.4,3.309697668,188,,,,,,,,,,,
51,3.327302443,189,,,,,,,,,,,
51.1,3.344907218,190,,,,,,,,,,,
50.6,3.362511993,191,,,,,,,,,,,
50.3,3.380116768,192,,,,,,,,,,,
50.4,3.397721542,193,,,,,,,,,,,
50.4,3.415326317,194,,,,,,,,,,,
50.4,3.432931092,195,,,,,,,,,,,
50.6,3.450535867,196,,,,,,,,,,,
51.4,3.468140642,197,,,,,,,,,,,
51,3.485745417,198,,,,,,,,,,,
50.4,3.503350191,199,,,,,,,,,,,
50.6,3.520954966,200,,,,,,,,,,,
50.6,3.538559741,201,,,,,,,,,,,
50.8,3.556164516,202,,,,,,,,,,,
51.7,3.573769291,203,,,,,,,,,,,
51,3.591374066,204,,,,,,,,,,,
50.4,3.60897884,205,,,,,,,,,,,
50.4,3.626583615,206,,,,,,,,,,,
50.4,3.64418839,207,,,,,,,,,,,
51.4,3.661793165,208,,,,,,,,,,,
51.5,3.67939794,209,,,,,,,,,,,
51.7,3.697002714,210,,,,,,,,,,,
52.6,3.714607489,211,,,,,,,,,,,
53,3.732212264,212,,,,,,,,,,,
51.8,3.749817039,213,,,,,,,,,,,
50.8,3.767421814,214,,,,,,,,,,,
51.5,3.785026589,215,,,,,,,,,,,
51.5,3.802631363,216,,,,,,,,,,,
51.8,3.820236138,217,,,,,,,,,,,
51.3,3.837840913,218,,,,,,,,,,,
51.3,3.855445688,219,,,,,,,,,,,
51.1,3.873050463,220,,,,,,,,,,,
50.9,3.890655238,221,,,,,,,,,,,
51.1,3.908260012,222,,,,,,,,,,,
51.8,3.925864787,223,,,,,,,,,,,
52,3.943469562,224,,,,,,,,,,,
51.6,3.961074337,225,,,,,,,,,,,
51.6,3.978679112,226,,,,,,,,,,,
51.4,3.996283887,227,,,,,,,,,,,
51.4,4.013888661,228,,,,,,,,,,,
51.8,4.031493436,229,,,,,,,,,,,
52.3,4.049098211,230,,,,,,,,,,,
52,4.066702986,231,,,,,,,,,,,
51.9,4.084307761,232,,,,,,,,,,,
52.1,4.101912536,233,,,,,,,,,,,
52.3,4.11951731,234,,,,,,,,,,,
52.5,4.137122085,235,,,,,,,,,,,
53.2,4.15472686,236,,,,,,,,,,,
53.2,4.172331635,237,,,,,,,,,,,
53.9,4.18993641,238,,,,,,,,,,,
52.8,4.207541185,239,,,,,,,,,,,
51.5,4.225145959,240,,,,,,,,,,,
52,4.242750734,241,,,,,,,,,,,
52.4,4.260355509,242,,,,,,,,,,,
51.8,4.277960284,243,,,,,,,,,,,
51.8,4.295565059,244,,,,,,,,,,,
51.7,4.313169834,245,,,,,,,,,,,
51.5,4.330774608,246,,,,,,,,,,,
51.5,4.348379383,247,,,,,,,,,,,
50.9,4.365984158,248,,,,,,,,,,,
51,4.383588933,249,,,,,,,,,,,
51.4,4.401193708,250,,,,,,,,,,,
51.1,4.418798483,251,,,,,,,,,,,
51.1,4.436403257,252,,,,,,,,,,,
50.4,4.454008032,253,,,,,,,,,,,
49.9,4.471612807,254,,,,,,,,,,,
50.6,4.489217582,255,,,,,,,,,,,
50.9,4.506822357,256,,,,,,,,,,,
50.7,4.524427132,257,,,,,,,,,,,
50.7,4.542031906,258,,,,,,,,,,,
51,4.559636681,259,,,,,,,,,,,
50.8,4.577241456,260,,,,,,,,,,,
50.8,4.594846231,261,,,,,,,,,,,
51.4,4.612451006,262,,,,,,,,,,,
52.1,4.630055781,263,,,,,,,,,,,
52.3,4.647660555,264,,,,,,,,,,,
51.3,4.66526533,265,,,,,,,,,,,
50.6,4.682870105,266,,,,,,,,,,,
50.8,4.70047488,267,,,,,,,,,,,
50.8,4.718079655,268,,,,,,,,,,,
50.8,4.73568443,269,,,,,,,,,,,
50.9,4.753289204,270,,,,,,,,,,,
51.4,4.770893979,271,,,,,,,,,,,
51.2,4.788498754,272,,,,,,,,,,,
50.5,4.806103529,273,,,,,,,,,,,
51,4.823708304,274,,,,,,,,,,,
51.3,4.841313078,275,,,,,,,,,,,
51.1,4.858917853,276,,,,,,,,,,,
51.8,4.876522628,277,,,,,,,,,,,
51.5,4.894127403,278,,,,,,,,,,,
51.5,4.911732178,279,,,,,,,,,,,
50.6,4.929336953,280,,,,,,,,,,,
51.2,4.946941727,281,,,,,,,,,,,
51.2,4.964546502,282,,,,,,,,,,,
51.6,4.982151277,283,,,,,,,,,,,
51.2,4.999756052,284,,,,,,,,,,,
52.1,5.017360827,285,,,,,,,,,,,
51.8,5.034965602,286,,,,,,,,,,,
51.4,5.052570376,287,,,,,,,,,,,
51.9,5.070175151,288,,,,,,,,,,,
52.6,5.087779926,289,,,,,,,,,,,
52.6,5.105384701,290,,,,,,,,,,,
53,5.122989476,291,,,,,,,,,,,
52.4,5.140594251,292,,,,,,,,,,,
51.7,5.158199025,293,,,,,,,,,,,
51.6,5.1758038,294,,,,,,,,,,,
51.7,5.193408575,295,,,,,,,,,,,
52.4,5.21101335,296,,,,,,,,,,,
52.4,5.228618125,297,,,,,,,,,,,
51.6,5.2462229,298,,,,,,,,,,,
52.1,5.263827674,299,,,,,,,,,,,
52.3,5.281432449,300,,,,,,,,,,,
52.8,5.299037224,301,,,,,,,,,,,
52.5,5.316641999,302,,,,,,,,,,,
51.8,5.334246774,303,,,,,,,,,,,
51.9,5.351851549,304,,,,,,,,,,,
51.9,5.369456323,305,,,,,,,,,,,
52.1,5.387061098,306,,,,,,,,,,,
52.7,5.404665873,307,,,,,,,,,,,
52.2,5.422270648,308,,,,,,,,,,,
51.8,5.439875423,309,,,,,,,,,,,
52.3,5.457480198,310,,,,,,,,,,,
52.7,5.475084972,311,,,,,,,,,,,
51.9,5.492689747,312,,,,,,,,,,,
51.2,5.510294522,313,,,,,,,,,,,
51.2,5.527899297,314,,,,,,,,,,,
51.2,5.545504072,315,,,,,,,,,,,
50.3,5.563108847,316,,,,,,,,,,,
50,5.580713621,317,,,,,,,,,,,
50.6,5.598318396,318,,,,,,,,,,,
51.2,5.615923171,319,,,,,,,,,,,
51.1,5.633527946,320,,,,,,,,,,,
50.7,5.651132721,321,,,,,,,,,,,
50.5,5.668737496,322,,,,,,,,,,,
50.9,5.68634227,323,,,,,,,,,,,
51.5,5.703947045,324,,,,,,,,,,,
51.3,5.72155182,325,,,,,,,,,,,
51,5.739156595,326,,,,,,,,,,,
50.7,5.75676137,327,,,,,,,,,,,
51.2,5.774366145,328,,,,,,,,,,,
52,5.791970919,329,,,,,,,,,,,
51.9,5.809575694,330,,,,,,,,,,,
51.7,5.827180469,331,,,,,,,,,,,
52.1,5.844785244,332,,,,,,,,,,,
52.5,5.862390019,333,,,,,,,,,,,
52,5.879994794,334,,,,,,,,,,,
51.9,5.897599568,335,,,,,,,,,,,
52.1,5.915204343,336,,,,,,,,,,,
51,5.932809118,337,,,,,,,,,,,
51.4,5.950413893,338,,,,,,,,,,,
51.8,5.968018668,339,,,,,,,,,,,
51.8,5.985623443,340,,,,,,,,,,,
51.8,6.003228217,341,,,,,,,,,,,
51.8,6.020832992,342,,,,,,,,,,,
51.5,6.038437767,343,,,,,,,,,,,
51,6.056042542,344,,,,,,,,,,,
51.7,6.073647317,345,,,,,,,,,,,
52.2,6.091252091,346,,,,,,,,,,,
52.2,6.108856866,347,,,,,,,,,,,
52.2,6.126461641,348,,,,,,,,,,,
52,6.144066416,349,,,,,,,,,,,
51.9,6.161671191,350,,,,,,,,,,,
51.9,6.179275966,351,,,,,,,,,,,
51.4,6.19688074,352,,,,,,,,,,,
52,6.214485515,353,,,,,,,,,,,
53,6.23209029,354,,,,,,,,,,,
53.1,6.249695065,355,,,,,,,,,,,
52.7,6.26729984,356,,,,,,,,,,,
52.8,6.284904615,357,,,,,,,,,,,
53.2,6.302509389,358,,,,,,,,,,,
52.9,6.320114164,359,,,,,,,,,,,
53,6.337718939,360,,,,,,,,,,,
53,6.355323714,361,,,,,,,,,,,
52.2,6.372928489,362,,,,,,,,,,,
52.2,6.390533264,363,,,,,,,,,,,
51.7,6.408138038,364,,,,,,,,,,,
52.1,6.425742813,365,,,,,,,,,,,
52.3,6.443347588,366,,,,,,,,,,,
52.2,6.460952363,367,,,,,,,,,,,
52.3,6.478557138,368,,,,,,,,,,,
51.6,6.496161913,369,,,,,,,,,,,
51.1,6.513766687,370,,,,,,,,,,,
51.1,6.531371462,371,,,,,,,,,,,
51.5,6.548976237,372,,,,,,,,,,,
51.4,6.566581012,373,,,,,,,,,,,
51.5,6.584185787,374,,,,,,,,,,,
51.4,6.601790562,375,,,,,,,,,,,
50.3,6.619395336,376,,,,,,,,,,,
50.4,6.637000111,377,,,,,,,,,,,
51.3,6.654604886,378,,,,,,,,,,,
51.4,6.672209661,379,,,,,,,,,,,
52.1,6.689814436,380,,,,,,,,,,,
52.3,6.707419211,381,,,,,,,,,,,
52.3,6.725023985,382,,,,,,,,,,,
51.9,6.74262876,383,,,,,,,,,,,
51.9,6.760233535,384,,,,,,,,,,,
51.3,6.77783831,385,,,,,,,,,,,
51,6.795443085,386,,,,,,,,,,,
51.4,6.81304786,387,,,,,,,,,,,
51.6,6.830652634,388,,,,,,,,,,,
50.7,6.848257409,389,,,,,,,,,,,
50.3,6.865862184,390,,,,,,,,,,,
50.8,6.883466959,391,,,,,,,,,,,
50.9,6.901071734,392,,,,,,,,,,,
50.9,6.918676509,393,,,,,,,,,,,
51.1,6.936281283,394,,,,,,,,,,,
51.7,6.953886058,395,,,,,,,,,,,
51.2,6.971490833,396,,,,,,,,,,,
50.7,6.989095608,397,,,,,,,,,,,
51.3,7.006700383,398,,,,,,,,,,,
51.5,7.024305158,399,,,,,,,,,,,
51.7,7.041909932,400,,,,,,,,,,,
52.1,7.059514707,401,,,,,,,,,,,
51.3,7.077119482,402,,,,,,,,,,,
51,7.094724257,403,,,,,,,,,,,
51.8,7.112329032,404,,,,,,,,,,,
51.8,7.129933807,405,,,,,,,,,,,
52,7.147538581,406,,,,,,,,,,,
52.4,7.165143356,407,,,,,,,,,,,
53,7.182748131,408,,,,,,,,,,,
52.7,7.200352906,409,,,,,,,,,,,
51.6,7.217957681,410,,,,,,,,,,,
51.6,7.235562456,411,,,,,,,,,,,
52.4,7.25316723,412,,,,,,,,,,,
52.4,7.270772005,413,,,,,,,,,,,
52.5,7.28837678,414,,,,,,,,,,,
51.9,7.305981555,415,,,,,,,,,,,
51.7,7.32358633,416,,,,,,,,,,,
51.9,7.341191104,417,,,,,,,,,,,
51.6,7.358795879,418,,,,,,,,,,,
52.2,7.376400654,419,,,,,,,,,,,
53.1,7.394005429,420,,,,,,,,,,,
53.1,7.411610204,421,,,,,,,,,,,
52.2,7.429214979,422,,,,,,,,,,,
51.8,7.446819753,423,,,,,,,,,,,
52.2,7.464424528,424,,,,,,,,,,,
52.2,7.482029303,425,,,,,,,,,,,
52.3,7.499634078,426,,,,,,,,,,,
52.8,7.517238853,427,,,,,,,,,,,
53.2,7.534843628,428,,,,,,,,,,,
52.2,7.552448402,429,,,,,,,,,,,
52.1,7.570053177,430,,,,,,,,,,,
52.6,7.587657952,431,,,,,,,,,,,
52.8,7.605262727,432,,,,,,,,,,,
53.1,7.622867502,433,,,,,,,,,,,
53.6,7.640472277,434,,,,,,,,,,,
53.6,7.658077051,435,,,,,,,,,,,
53,7.675681826,436,,,,,,,,,,,
51.4,7.693286601,437,,,,,,,,,,,
51.1,7.710891376,438,,,,,,,,,,,
51.7,7.728496151,439,,,,,,,,,,,
51.4,7.746100926,440,,,,,,,,,,,
50.9,7.7637057,441,,,,,,,,,,,
50.7,7.781310475,442,,,,,,,,,,,
50.4,7.79891525,443,,,,,,,,,,,
50.5,7.816520025,444,,,,,,,,,,,
50.5,7.8341248,445,,,,,,,,,,,
51.2,7.851729575,446,,,,,,,,,,,
51.3,7.869334349,447,,,,,,,,,,,
51,7.886939124,448,,,,,,,,,,,
50.8,7.904543899,449,,,,,,,,,,,
50.6,7.922148674,450,,,,,,,,,,,
50.7,7.939753449,451,,,,,,,,,,,
51.5,7.957358224,452,,,,,,,,,,,
51.3,7.974962998,453,,,,,,,,,,,
51,7.992567773,454,,,,,,,,,,,
51.3,8.010172548,455,,,,,,,,,,,
51.2,8.027777323,456,,,,,,,,,,,
51.2,8.045382098,457,,,,,,,,,,,
51.6,8.062986873,458,,,,,,,,,,,
51.6,8.080591647,459,,,,,,,,,,,
52.3,8.098196422,460,,,,,,,,,,,
53.2,8.115801197,461,,,,,,,,,,,
52.6,8.133405972,462,,,,,,,,,,,
51,8.151010747,463,,,,,,,,,,,
51.2,8.168615522,464,,,,,,,,,,,
51.9,8.186220296,465,,,,,,,,,,,
51.5,8.203825071,466,,,,,,,,,,,
51.5,8.221429846,467,,,,,,,,,,,
51.7,8.239034621,468,,,,,,,,,,,
51.7,8.256639396,469,,,,,,,,,,,
51.2,8.274244171,470,,,,,,,,,,,
51.1,8.291848945,471,,,,,,,,,,,
51.7,8.30945372,472,,,,,,,,,,,
51.9,8.327058495,473,,,,,,,,,,,
51.9,8.34466327,474,,,,,,,,,,,
51.7,8.362268045,475,,,,,,,,,,,
51.7,8.37987282,476,,,,,,,,,,,
51.2,8.397477594,477,,,,,,,,,,,
52.1,8.415082369,478,,,,,,,,,,,
52.1,8.432687144,479,,,,,,,,,,,
52.1,8.450291919,480,,,,,,,,,,,
52.1,8.467896694,481,,,,,,,,,,,
52.2,8.485501468,482,,,,,,,,,,,
52.1,8.503106243,483,,,,,,,,,,,
52.2,8.520711018,484,,,,,,,,,,,
52.8,8.538315793,485,,,,,,,,,,,
52.8,8.555920568,486,,,,,,,,,,,
53.6,8.573525343,487,,,,,,,,,,,
53.3,8.591130117,488,,,,,,,,,,,
52.3,8.608734892,489,,,,,,,,,,,
52.2,8.626339667,490,,,,,,,,,,,
52.6,8.643944442,491,,,,,,,,,,,
52.4,8.661549217,492,,,,,,,,,,,
52.7,8.679153992,493,,,,,,,,,,,
52.9,8.696758766,494,,,,,,,,,,,
51.8,8.714363541,495,,,,,,,,,,,
51.8,8.731968316,496,,,,,,,,,,,
51.8,8.749573091,497,,,,,,,,,,,
51.7,8.767177866,498,,,,,,,,,,,
52.7,8.784782641,499,,,,,,,,,,,
52.3,8.802387415,500,,,,,,,,,,,
52.4,8.81999219,501,,,,,,,,,,,
52.1,8.837596965,502,,,,,,,,,,,
51.3,8.85520174,503,,,,,,,,,,,
51.3,8.872806515,504,,,,,,,,,,,
51.5,8.89041129,505,,,,,,,,,,,
51.2,8.908016064,506,,,,,,,,,,,
51.2,8.925620839,507,,,,,,,,,,,
51.7,8.943225614,508,,,,,,,,,,,
51.3,8.960830389,509,,,,,,,,,,,
51,8.978435164,510,,,,,,,,,,,
51.7,8.996039939,511,,,,,,,,,,,
52.2,9.013644713,512,,,,,,,,,,,
52.2,9.031249488,513,,,,,,,,,,,
51.6,9.048854263,514,,,,,,,,,,,
51.1,9.066459038,515,,,,,,,,,,,
50.8,9.084063813,516,,,,,,,,,,,
50.7,9.101668588,517,,,,,,,,,,,
50.7,9.119273362,518,,,,,,,,,,,
50.8,9.136878137,519,,,,,,,,,,,
51.4,9.154482912,520,,,,,,,,,,,
51.4,9.172087687,521,,,,,,,,,,,
50.8,9.189692462,522,,,,,,,,,,,
50.9,9.207297237,523,,,,,,,,,,,
51,9.224902011,524,,,,,,,,,,,
51.2,9.242506786,525,,,,,,,,,,,
51.9,9.260111561,526,,,,,,,,,,,
51.6,9.277716336,527,,,,,,,,,,,
51.6,9.295321111,528,,,,,,,,,,,
51,9.312925886,529,,,,,,,,,,,
51.5,9.33053066,530,,,,,,,,,,,
51.4,9.348135435,531,,,,,,,,,,,
51.2,9.36574021,532,,,,,,,,,,,
52.6,9.383344985,533,,,,,,,,,,,
52.6,9.40094976,534,,,,,,,,,,,
52.3,9.418554535,535,,,,,,,,,,,
51.7,9.436159309,536,,,,,,,,,,,
52.3,9.453764084,537,,,,,,,,,,,
52.9,9.471368859,538,,,,,,,,,,,
52.6,9.488973634,539,,,,,,,,,,,
52.2,9.506578409,540,,,,,,,,,,,
52.2,9.524183184,541,,,,,,,,,,,
52.1,9.541787958,542,,,,,,,,,,,
51.6,9.559392733,543,,,,,,,,,,,
51.3,9.576997508,544,,,,,,,,,,,
51.7,9.594602283,545,,,,,,,,,,,
52.2,9.612207058,546,,,,,,,,,,,
52.3,9.629811833,547,,,,,,,,,,,
51.9,9.647416607,548,,,,,,,,,,,
51.9,9.665021382,549,,,,,,,,,,,
51.8,9.682626157,550,,,,,,,,,,,
51.9,9.700230932,551,,,,,,,,,,,
52.1,9.717835707,552,,,,,,,,,,,
52.6,9.735440481,553,,,,,,,,,,,
52.6,9.753045256,554,,,,,,,,,,,
52.3,9.770650031,555,,,,,,,,,,,
52.3,9.788254806,556,,,,,,,,,,,
52.1,9.805859581,557,,,,,,,,,,,
52.5,9.823464356,558,,,,,,,,,,,
53.4,9.84106913,559,,,,,,,,,,,
53.3,9.858673905,560,,,,,,,,,,,
53.3,9.87627868,561,,,,,,,,,,,
52.7,9.893883455,562,,,,,,,,,,,
53,9.91148823,563,,,,,,,,,,,
53.4,9.929093005,564,,,,,,,,,,,
52.7,9.946697779,565,,,,,,,,,,,
52.5,9.964302554,566,,,,,,,,,,,
52.4,9.981907329,567,,,,,,,,,,,
51.4,9.999512104,568,,,,,,,,,,,
50.8,10.01711688,569,,,,,,,,,,,
50.8,10.03472165,570,,,,,,,,,,,
51.3,10.05232643,571,,,,,,,,,,,
51.3,10.0699312,572,,,,,,,,,,,
51.6,10.08753598,573,,,,,,,,,,,
51.4,10.10514075,574,,,,,,,,,,,
51.1,10.12274553,575,,,,,,,,,,,
50.7,10.1403503,576,,,,,,,,,,,
50.4,10.15795508,577,,,,,,,,,,,
51.1,10.17555985,578,,,,,,,,,,,
51.4,10.19316463,579,,,,,,,,,,,
51.4,10.2107694,580,,,,,,,,,,,
51.3,10.22837418,581,,,,,,,,,,,
51.3,10.24597895,582,,,,,,,,,,,
50.9,10.26358373,583,,,,,,,,,,,
50.7,10.2811885,584,,,,,,,,,,,
51.4,10.29879328,585,,,,,,,,,,,
52,10.31639805,586,,,,,,,,,,,
52.1,10.33400283,587,,,,,,,,,,,
52,10.3516076,588,,,,,,,,,,,
52.1,10.36921238,589,,,,,,,,,,,
52.1,10.38681715,590,,,,,,,,,,,
52,10.40442193,591,,,,,,,,,,,
51.7,10.4220267,592,,,,,,,,,,,
51.9,10.43963147,593,,,,,,,,,,,
52,10.45723625,594,,,,,,,,,,,
51.3,10.47484102,595,,,,,,,,,,,
51.1,10.4924458,596,,,,,,,,,,,
51.6,10.51005057,597,,,,,,,,,,,
51.7,10.52765535,598,,,,,,,,,,,
52,10.54526012,599,,,,,,,,,,,
52.2,10.5628649,600,,,,,,,,,,,
51.4,10.58046967,601,,,,,,,,,,,
51.1,10.59807445,602,,,,,,,,,,,
51.1,10.61567922,603,,,,,,,,,,,
51.7,10.633284,604,,,,,,,,,,,
51.8,10.65088877,605,,,,,,,,,,,
51.9,10.66849355,606,,,,,,,,,,,
52.3,10.68609832,607,,,,,,,,,,,
51.3,10.7037031,608,,,,,,,,,,,
51.3,10.72130787,609,,,,,,,,,,,
51,10.73891265,610,,,,,,,,,,,
52.4,10.75651742,611,,,,,,,,,,,
