RPM,Time,count,Final
0,0,0,0.0176
0,0.0176,1,0.0176
0,0.0352,2,0.0176
0,0.0528,3,
0,0.0704,4,
0,0.088,5,0.0176
0,0.1056,6,
0,0.1232,7,
0,0.1408,8,
0.5,0.1584,9,
0.5,0.176,10,
3.9,0.1936,11,
10.6,0.2112,12,
15.2,0.2288,13,
18.4,0.2464,14,
22.8,0.264,15,
26.5,0.2816,16,
28.8,0.2992,17,
30.8,0.3168,18,
32.8,0.3344,19,
32.8,0.352,20,
30.7,0.3696,21,
30.7,0.3872,22,
32.2,0.4048,23,
35,0.4224,24,
35.5,0.44,25,
34.5,0.4576,26,
35.5,0.4752,27,
36.2,0.4928,28,
35.5,0.5104,29,
35.2,0.528,30,
35.7,0.5456,31,
35.7,0.5632,32,
35.1,0.5808,33,
33.4,0.5984,34,
33.4,0.616,35,
33.2,0.6336,36,
32.8,0.6512,37,
34.6,0.6688,38,
34.6,0.6864,39,
36.2,0.704,40,
36.6,0.7216,41,
35.8,0.7392,42,
35.8,0.7568,43,
36,0.7744,44,
36.8,0.792,45,
36.3,0.8096,46,
35,0.8272,47,
35,0.8448,48,
36.7,0.8624,49,
37,0.88,50,
36.1,0.8976,51,
36.1,0.9152,52,
36.4,0.9328,53,
36.5,0.9504,54,
35.5,0.968,55,
35.4,0.9856,56,
36.3,1.0032,57,
35.5,1.0208,58,
33.1,1.0384,59,
33.3,1.056,60,
36,1.0736,61,
36.8,1.0912,62,
36.8,1.1088,63,
35.2,1.1264,64,
35.3,1.144,65,
37.1,1.1616,66,
37.8,1.1792,67,
36.9,1.1968,68,
37.9,1.2144,69,
40,1.232,70,
40.6,1.2496,71,
40.6,1.2672,72,
39.8,1.2848,73,
41.2,1.3024,74,
42.4,1.32,75,
42.4,1.3376,76,
42.7,1.3552,77,
42.8,1.3728,78,
43.2,1.3904,79,
43.2,1.408,80,
43.3,1.4256,81,
43.7,1.4432,82,
43.7,1.4608,83,
43.7,1.4784,84,
44,1.496,85,
44,1.5136,86,
43.7,1.5312,87,
43.4,1.5488,88,
43.4,1.5664,89,
43.7,1.584,90,
43.7,1.6016,91,
44.4,1.6192,92,
44.3,1.6368,93,
44.2,1.6544,94,
43.8,1.672,95,
44.4,1.6896,96,
44.4,1.7072,97,
44.4,1.7248,98,
44.6,1.7424,99,
44.7,1.76,100,
44.9,1.7776,101,
44.7,1.7952,102,
43.9,1.8128,103,
44.3,1.8304,104,
44.3,1.848,105,
45.3,1.8656,106,
45.6,1.8832,107,
45.6,1.9008,108,
45.5,1.9184,109,
45.6,1.936,110,
45.6,1.9536,111,
44.6,1.9712,112,
44.6,1.9888,113,
45.3,2.0064,114,
45.3,2.024,115,
45.5,2.0416,116,
45.8,2.0592,117,
45.8,2.0768,118,
45.3,2.0944,119,
45.3,2.112,120,
45.1,2.1296,121,
45.5,2.1472,122,
45.8,2.1648,123,
46,2.1824,124,
46.4,2.2,125,
46.2,2.2176,126,
45.4,2.2352,127,
45.5,2.2528,128,
46.7,2.2704,129,
46.9,2.288,130,
46.9,2.3056,131,
46.8,2.3232,132,
46.9,2.3408,133,
46.5,2.3584,134,
46.2,2.376,135,
46.6,2.3936,136,
46.6,2.4112,137,
46.6,2.4288,138,
46.6,2.4464,139,
45.6,2.464,140,
45.1,2.4816,141,
45.4,2.4992,142,
45.5,2.5168,143,
45.3,2.5344,144,
45.6,2.552,145,
45.6,2.5696,146,
44.5,2.5872,147,
44.4,2.6048,148,
44.5,2.6224,149,
44.5,2.64,150,
44.9,2.6576,151,
44.9,2.6752,152,
45,2.6928,153,
45,2.7104,154,
44.2,2.728,155,
44.7,2.7456,156,
44.7,2.7632,157,
45.3,2.7808,158,
45.3,2.7984,159,
46,2.816,160,
46.3,2.8336,161,
46.2,2.8512,162,
45.6,2.8688,163,
45,2.8864,164,
45.1,2.904,165,
45.5,2.9216,166,
45.6,2.9392,167,
45.6,2.9568,168,
45.2,2.9744,169,
44.8,2.992,170,
45,3.0096,171,
45.1,3.0272,172,
45.2,3.0448,173,
45.6,3.0624,174,
46,3.08,175,
45.3,3.0976,176,
45.3,3.1152,177,
45.2,3.1328,178,
45.2,3.1504,179,
45.2,3.168,180,
45.2,3.1856,181,
45.5,3.2032,182,
46.1,3.2208,183,
45.8,3.2384,184,
45.1,3.256,185,
45.4,3.2736,186,
45.8,3.2912,187,
45.8,3.3088,188,
45.9,3.3264,189,
46.3,3.344,190,
46.9,3.3616,191,
47.1,3.3792,192,
46.5,3.3968,193,
45.8,3.4144,194,
46,3.432,195,
46.5,3.4496,196,
46.6,3.4672,197,
46.1,3.4848,198,
46.1,3.5024,199,
46.1,3.52,200,
45.9,3.5376,201,
46.1,3.5552,202,
46.1,3.5728,203,
46.8,3.5904,204,
46.8,3.608,205,
46.7,3.6256,206,
46.3,3.6432,207,
46.3,3.6608,208,
46.1,3.6784,209,
46.6,3.696,210,
46.8,3.7136,211,
46.8,3.7312,212,
46,3.7488,213,
46,3.7664,214,
46.2,3.784,215,
46.3,3.8016,216,
45.9,3.8192,217,
46.2,3.8368,218,
46.2,3.8544,219,
46.9,3.872,220,
46.4,3.8896,221,
46.4,3.9072,222,
45.1,3.9248,223,
44.7,3.9424,224,
45,3.96,225,
45,3.9776,226,
45,3.9952,227,
45.1,4.0128,228,
44.7,4.0304,229,
44.6,4.048,230,
44.6,4.0656,231,
45,4.0832,232,
45,4.1008,233,
45.2,4.1184,234,
45.4,4.136,235,
45.6,4.1536,236,
45.2,4.1712,237,
44.7,4.1888,238,
45,4.2064,239,
45,4.224,240,
45.3,4.2416,241,
45.3,4.2592,242,
45.4,4.2768,243,
45.9,4.2944,244,
45.6,4.312,245,
46,4.3296,246,
46.4,4.3472,247,
47.1,4.3648,248,
46.8,4.3824,249,
46.8,4.4,250,
45.8,4.4176,251,
45.8,4.4352,252,
45.4,4.4528,253,
45.6,4.4704,254,
45.6,4.488,255,
45.4,4.5056,256,
45.8,4.5232,257,
45.9,4.5408,258,
45.5,4.5584,259,
45.1,4.576,260,
45.5,4.5936,261,
45.9,4.6112,262,
45.7,4.6288,263,
45.7,4.6464,264,
45.8,4.664,265,
46.2,4.6816,266,
46.4,4.6992,267,
46.4,4.7168,268,
46.9,4.7344,269,
46.5,4.752,270,
46.5,4.7696,271,
47.1,4.7872,272,
47.8,4.8048,273,
47.7,4.8224,274,
46.9,4.84,275,
46.9,4.8576,276,
46.3,4.8752,277,
46.4,4.8928,278,
46.2,4.9104,279,
46.3,4.928,280,
46.9,4.9456,281,
46.9,4.9632,282,
46.9,4.9808,283,
45.8,4.9984,284,
45.7,5.016,285,
45.5,5.0336,286,
45.9,5.0512,287,
46.1,5.0688,288,
46.1,5.0864,289,
45.2,5.104,290,
44.9,5.1216,291,
45.9,5.1392,292,
45.4,5.1568,293,
45.6,5.1744,294,
45.6,5.192,295,
46,5.2096,296,
46.1,5.2272,297,
46.1,5.2448,298,
45.8,5.2624,299,
45.2,5.28,300,
45.1,5.2976,301,
45.4,5.3152,302,
45.9,5.3328,303,
45.9,5.3504,304,
45.5,5.368,305,
45.5,5.3856,306,
45.3,5.4032,307,
45.5,5.4208,308,
46.2,5.4384,309,
45.9,5.456,310,
45.9,5.4736,311,
45.9,5.4912,312,
45.9,5.5088,313,
45.6,5.5264,314,
46,5.544,315,
45.2,5.5616,316,
45.5,5.5792,317,
46.5,5.5968,318,
46.5,5.6144,319,
46.4,5.632,320,
46.1,5.6496,321,
46.1,5.6672,322,
46.4,5.6848,323,
46.8,5.7024,324,
46.6,5.72,325,
46.6,5.7376,326,
46.8,5.7552,327,
46.4,5.7728,328,
45.8,5.7904,329,
45.8,5.808,330,
45.8,5.8256,331,
46.3,5.8432,332,
46.7,5.8608,333,
46.7,5.8784,334,
46.7,5.896,335,
46.4,5.9136,336,
46.2,5.9312,337,
46.6,5.9488,338,
47,5.9664,339,
47,5.984,340,
47,6.0016,341,
47,6.0192,342,
46.9,6.0368,343,
46.1,6.0544,344,
45.9,6.072,345,
46.8,6.0896,346,
46.9,6.1072,347,
47.1,6.1248,348,
46.8,6.1424,349,
46.8,6.16,350,
46.5,6.1776,351,
46.9,6.1952,352,
46.9,6.2128,353,
46.3,6.2304,354,
45.4,6.248,355,
45.7,6.2656,356,
45.8,6.2832,357,
44.7,6.3008,358,
44.3,6.3184,359,
44.7,6.336,360,
44.7,6.3536,361,
44.9,6.3712,362,
45.1,6.3888,363,
45.4,6.4064,364,
45.4,6.424,365,
45.4,6.4416,366,
44.9,6.4592,367,
44.7,6.4768,368,
44.7,6.4944,369,
45.4,6.512,370,
45.4,6.5296,371,
45.5,6.5472,372,
45.9,6.5648,373,
45.6,6.5824,374,
44.8,6.6,375,
45,6.6176,376,
45.7,6.6352,377,
46,6.6528,378,
46.4,6.6704,379,
46.5,6.688,380,
46.3,6.7056,381,
46.2,6.7232,382,
46.2,6.7408,383,
45.8,6.7584,384,
45.8,6.776,385,
46.4,6.7936,386,
45.6,6.8112,387,
45.6,6.8288,388,
45.2,6.8464,389,
45.2,6.864,390,
45.8,6.8816,391,
45.8,6.8992,392,
46.4,6.9168,393,
46.4,6.9344,394,
45.8,6.952,395,
45.2,6.9696,396,
45.2,6.9872,397,
45.1,7.0048,398,
45.1,7.0224,399,
45.1,7.04,400,
45.4,7.0576,401,
46.8,7.0752,402,
46.8,7.0928,403,
46.2,7.1104,404,
45.3,7.128,405,
45.9,7.1456,406,
46.5,7.1632,407,
46.6,7.1808,408,
46.6,7.1984,409,
47.2,7.216,410,
47.2,7.2336,411,
47.2,7.2512,412,
46.7,7.2688,413,
46.5,7.2864,414,
46.8,7.304,415,
47.1,7.3216,416,
46.8,7.3392,417,
46.3,7.3568,418,
46.1,7.3744,419,
46.2,7.392,420,
46.2,7.4096,421,
46.4,7.4272,422,
46.4,7.4448,423,
46.2,7.4624,424,
46.2,7.48,425,
45.7,7.4976,426,
45.7,7.5152,427,
45.8,7.5328,428,
45.6,7.5504,429,
45.6,7.568,430,
45.6,7.5856,431,
46.1,7.6032,432,
44.7,7.6208,433,
44.7,7.6384,434,
44.9,7.656,435,
45.8,7.6736,436,
45.8,7.6912,437,
45.8,7.7088,438,
46.4,7.7264,439,
46.6,7.744,440,
46,7.7616,441,
46,7.7792,442,
45.4,7.7968,443,
45.4,7.8144,444,
45.5,7.832,445,
45.5,7.8496,446,
45.3,7.8672,447,
45.2,7.8848,448,
45.2,7.9024,449,
44.9,7.92,450,
45,7.9376,451,
45.5,7.9552,452,
45.5,7.9728,453,
45.8,7.9904,454,
45.4,8.008,455,
45.4,8.0256,456,
45.3,8.0432,457,
45.3,8.0608,458,
45.6,8.0784,459,
46.2,8.096,460,
45.8,8.1136,461,
45.8,8.1312,462,
45.8,8.1488,463,
45.8,8.1664,464,
45.6,8.184,465,
45.6,8.2016,466,
45.9,8.2192,467,
46.2,8.2368,468,
46.8,8.2544,469,
47.4,8.272,470,
46.5,8.2896,471,
45.3,8.3072,472,
45.4,8.3248,473,
45.4,8.3424,474,
46,8.36,475,
46,8.3776,476,
46.1,8.3952,477,
46.3,8.4128,478,
45.9,8.4304,479,
45.6,8.448,480,
45.8,8.4656,481,
46.4,8.4832,482,
46.4,8.5008,483,
46.4,8.5184,484,
46.7,8.536,485,
46.7,8.5536,486,
46.2,8.5712,487,
46.2,8.5888,488,
46.7,8.6064,489,
46.8,8.624,490,
46.5,8.6416,491,
46.8,8.6592,492,
46.7,8.6768,493,
46.7,8.6944,494,
46.7,8.712,495,
46.7,8.7296,496,
47,8.7472,497,
47.6,8.7648,498,
47.7,8.7824,499,
46.6,8.8,500,
45.7,8.8176,501,
45.7,8.8352,502,
45.7,8.8528,503,
45.7,8.8704,504,
45.7,8.888,505,
45.3,8.9056,506,
45.6,8.9232,507,
45.6,8.9408,508,
45.7,8.9584,509,
45,8.976,510,
44.5,8.9936,511,
45,9.0112,512,
45.2,9.0288,513,
45.5,9.0464,514,
45.5,9.064,515,
45.5,9.0816,516,
44.8,9.0992,517,
44.8,9.1168,518,
44.8,9.1344,519,
45.3,9.152,520,
45.2,9.1696,521,
45.3,9.1872,522,
45.9,9.2048,523,
45.7,9.2224,524,
45.4,9.24,525,
45.8,9.2576,526,
45.8,9.2752,527,
46.3,9.2928,528,
46.8,9.3104,529,
46.6,9.328,530,
46.1,9.3456,531,
45.8,9.3632,532,
45.8,9.3808,533,
45.6,9.3984,534,
45.6,9.416,535,
46,9.4336,536,
46,9.4512,537,
46.5,9.4688,538,
45.3,9.4864,539,
45.3,9.504,540,
45.3,9.5216,541,
45.9,9.5392,542,
45.7,9.5568,543,
45.9,9.5744,544,
45.9,9.592,545,
46.4,9.6096,546,
46.4,9.6272,547,
45.7,9.6448,548,
45.7,9.6624,549,
46.2,9.68,550,
45.8,9.6976,551,
46.3,9.7152,552,
47.2,9.7328,553,
46.8,9.7504,554,
46.4,9.768,555,
46.6,9.7856,556,
47.1,9.8032,557,
47.1,9.8208,558,
47.3,9.8384,559,
47.3,9.856,560,
47.2,9.8736,561,
46.8,9.8912,562,
46.8,9.9088,563,
46.5,9.9264,564,
46.5,9.944,565,
47.1,9.9616,566,
47.1,9.9792,567,
47.2,9.9968,568,
46.6,10.0144,569,
46.5,10.032,570,
46.4,10.0496,571,
46.4,10.0672,572,
46.7,10.0848,573,
47,10.1024,574,
46.6,10.12,575,
46.1,10.1376,576,
46.1,10.1552,577,
46.1,10.1728,578,
46.1,10.1904,579,
45.2,10.208,580,
45.5,10.2256,581,
46.1,10.2432,582,
46,10.2608,583,
46,10.2784,584,
45.9,10.296,585,
45.9,10.3136,586,
46.2,10.3312,587,
45.8,10.3488,588,
45.8,10.3664,589,
45.9,10.384,590,
45.9,10.4016,591,
45.3,10.4192,592,
44.6,10.4368,593,
45.2,10.4544,594,
45.5,10.472,595,
45.6,10.4896,596,
45.5,10.5072,597,
45.5,10.5248,598,
44.9,10.5424,599,
45.1,10.56,600,
45.1,10.5776,601,
45.1,10.5952,602,
45.6,10.6128,603,
45.9,10.6304,604,
46,10.648,605,
46.1,10.6656,606,
45.5,10.6832,607,
45.1,10.7008,608,
45.8,10.7184,609,
45.8,10.736,610,
46.2,10.7536,611,
46.5,10.7712,612,
46.5,10.7888,613,
46.4,10.8064,614,
46.4,10.824,615,
46.4,10.8416,616,
46.4,10.8592,617,
46.4,10.8768,618,
46.6,10.8944,619,
46,10.912,620,
46,10.9296,621,
45.3,10.9472,622,
45.7,10.9648,623,
45.7,10.9824,624,
46.1,11,625,
46.2,11.0176,626,
46.5,11.0352,627,
46.5,11.0528,628,
46.2,11.0704,629,
46.2,11.088,630,
45.9,11.1056,631,
46.2,11.1232,632,
46.5,11.1408,633,
46.8,11.1584,634,
47,11.176,635,
47,11.1936,636,
46.1,11.2112,637,
45.9,11.2288,638,
46.6,11.2464,639,
47.1,11.264,640,
47.1,11.2816,641,
47.5,11.2992,642,
47.5,11.3168,643,
47.5,11.3344,644,
47.5,11.352,645,
46.9,11.3696,646,
46.5,11.3872,647,
47,11.4048,648,
47,11.4224,649,
47,11.44,650,
45.6,11.4576,651,
45.6,11.4752,652,
45.6,11.4928,653,
45.6,11.5104,654,
45.5,11.528,655,
45.2,11.5456,656,
45.7,11.5632,657,
45.7,11.5808,658,
44.4,11.5984,659,
44.4,11.616,660,
45.1,11.6336,661,
45.1,11.6512,662,
45,11.6688,663,
45.2,11.6864,664,
45.9,11.704,665,
45.5,11.7216,666,
45,11.7392,667,
45.6,11.7568,668,
45.7,11.7744,669,
45.7,11.792,670,
46.2,11.8096,671,
46.6,11.8272,672,
45.9,11.8448,673,
45.3,11.8624,674,
45.5,11.88,675,
45.9,11.8976,676,
45.9,11.9152,677,
45.9,11.9328,678,
45.5,11.9504,679,
45.4,11.968,680,
45.4,11.9856,681,
45.6,12.0032,682,
45.4,12.0208,683,
45.4,12.0384,684,
46.2,12.056,685,
46.2,12.0736,686,
45.5,12.0912,687,
45.5,12.1088,688,
45.3,12.1264,689,
45.5,12.144,690,
45.5,12.1616,691,
45.7,12.1792,692,
46.6,12.1968,693,
46.6,12.2144,694,
45.8,12.232,695,
45.2,12.2496,696,
45.8,12.2672,697,
46.1,12.2848,698,
46.3,12.3024,699,
46.3,12.32,700,
46.5,12.3376,701,
46.1,12.3552,702,
46.4,12.3728,703,
46.8,12.3904,704,
46.8,12.408,705,
46.8,12.4256,706,
46.6,12.4432,707,
46.6,12.4608,708,
46.3,12.4784,709,
46.3,12.496,710,
46.3,12.5136,711,
46.1,12.5312,712,
46.4,12.5488,713,
46.4,12.5664,714,
46.9,12.584,715,
47,12.6016,716,
46.8,12.6192,717,
46.4,12.6368,718,
46,12.6544,719,
46.3,12.672,720,
46.3,12.6896,721,
46.5,12.7072,722,
46,12.7248,723,
46,12.7424,724,
46.3,12.76,725,
46,12.7776,726,
45.8,12.7952,727,
45.8,12.8128,728,
46.2,12.8304,729,
46.7,12.848,730,
46.7,12.8656,731,
46.8,12.8832,732,
44.8,12.9008,733,
45.1,12.9184,734,
45.3,12.936,735,
45.3,12.9536,736,
45.1,12.9712,737,
45.2,12.9888,738,
45.4,13.0064,739,
45.1,13.024,740,
44.8,13.0416,741,
44.8,13.0592,742,
44.9,13.0768,743,
45.4,13.0944,744,
45.5,13.112,745,
45.4,13.1296,746,
45.6,13.1472,747,
45.2,13.1648,748,
45,13.1824,749,
45.5,13.2,750,
45.8,13.2176,751,
45.6,13.2352,752,
45.6,13.2528,753,
45.8,13.2704,754,
46.1,13.288,755,
45.8,13.3056,756,
46,13.3232,757,
46.3,13.3408,758,
46.8,13.3584,759,
47.5,13.376,760,
45.5,13.3936,761,
45.5,13.4112,762,
45.5,13.4288,763,
45.7,13.4464,764,
45.7,13.464,765,
45.7,13.4816,766,
45.7,13.4992,767,
46.2,13.5168,768,
46.1,13.5344,769,
46.1,13.552,770,
45.3,13.5696,771,
45.2,13.5872,772,
45.9,13.6048,773,
45.9,13.6224,774,
46,13.64,775,
46.3,13.6576,776,
46.4,13.6752,777,
46.1,13.6928,778,
45.8,13.7104,779,
46.3,13.728,780,
46.4,13.7456,781,
46.2,13.7632,782,
46.8,13.7808,783,
46.8,13.7984,784,
46.9,13.816,785,
46.5,13.8336,786,
46.5,13.8512,787,
46.7,13.8688,788,
47.5,13.8864,789,
47.8,13.904,790,
47.2,13.9216,791,
46.3,13.9392,792,
46.2,13.9568,793,
46.2,13.9744,794,
46.3,13.992,795,
46.1,14.0096,796,
46.1,14.0272,797,
46.7,14.0448,798,
46,14.0624,799,
45.1,14.08,800,
45.5,14.0976,801,
45.5,14.1152,802,
45.5,14.1328,803,
45,14.1504,804,
45.6,14.168,805,
45.6,14.1856,806,
45.4,14.2032,807,
44.7,14.2208,808,
45.2,14.2384,809,
45.2,14.256,810,
44.4,14.2736,811,
44.7,14.2912,812,
45.7,14.3088,813,
45.4,14.3264,814,
45.1,14.344,815,
45.1,14.3616,816,
45.4,14.3792,817,
45.8,14.3968,818,
46,14.4144,819,
45.7,14.432,820,
45.5,14.4496,821,
45.5,14.4672,822,
45.2,14.4848,823,
44.9,14.5024,824,
44.9,14.52,825,
45.3,14.5376,826,
45.3,14.5552,827,
45.7,14.5728,828,
45.4,14.5904,829,
45.6,14.608,830,
45.3,14.6256,831,
45.3,14.6432,832,
46.1,14.6608,833,
46.1,14.6784,834,
46.1,14.696,835,
45.7,14.7136,836,
45.6,14.7312,837,
45.6,14.7488,838,
45.7,14.7664,839,
45.7,14.784,840,
45,14.8016,841,
45,14.8192,842,
46.7,14.8368,843,
46.6,14.8544,844,
46.6,14.872,845,
46.4,14.8896,846,
46.4,14.9072,847,
46.7,14.9248,848,
46.7,14.9424,849,
46.7,14.96,850,
46.7,14.9776,851,
46.8,14.9952,852,
46.4,15.0128,853,
45.9,15.0304,854,
46,15.048,855,
46.4,15.0656,856,
46.4,15.0832,857,
46.6,15.1008,858,
46.5,15.1184,859,
46.5,15.136,860,
46.2,15.1536,861,
46.3,15.1712,862,
46.7,15.1888,863,
47,15.2064,864,
47.1,15.224,865,
47,15.2416,866,
47,15.2592,867,
46.6,15.2768,868,
45.7,15.2944,869,
45.9,15.312,870,
46.7,15.3296,871,
46.8,15.3472,872,
46.8,15.3648,873,
46.6,15.3824,874,
46.4,15.4,875,
46.4,15.4176,876,
46.5,15.4352,877,
45.6,15.4528,878,
45.6,15.4704,879,
45.9,15.488,880,
45.3,15.5056,881,
44.4,15.5232,882,
44.4,15.5408,883,
44.7,15.5584,884,
44.8,15.576,885,
44.8,15.5936,886,
45,15.6112,887,
45.4,15.6288,888,
45.2,15.6464,889,
45.2,15.664,890,
44.5,15.6816,891,
44.5,15.6992,892,
45,15.7168,893,
45.1,15.7344,894,
45.2,15.752,895,
45.6,15.7696,896,
45.6,15.7872,897,
44.3,15.8048,898,
44.3,15.8224,899,
44.8,15.84,900,
45.8,15.8576,901,
45.8,15.8752,902,
46.2,15.8928,903,
46.4,15.9104,904,
46.3,15.928,905,
46,15.9456,906,
45.4,15.9632,907,
45.4,15.9808,908,
46.2,15.9984,909,
46.2,16.016,910,
46.1,16.0336,911,
45.4,16.0512,912,
45.2,16.0688,913,
45.3,16.0864,914,
45.3,16.104,915,
45.5,16.1216,916,
45.4,16.1392,917,
45.4,16.1568,918,
46.3,16.1744,919,
46.3,16.192,920,
45.3,16.2096,921,
45.1,16.2272,922,
45.5,16.2448,923,
45.9,16.2624,924,
46.1,16.28,925,
46.1,16.2976,926,
46.4,16.3152,927,
46.4,16.3328,928,
45.7,16.3504,929,
45.7,16.368,930,
46.4,16.3856,931,
46.5,16.4032,932,
46.8,16.4208,933,
47.1,16.4384,934,
47,16.456,935,
46.6,16.4736,936,
46.4,16.4912,937,
46.7,16.5088,938,
46.7,16.5264,939,
46.8,16.544,940,
46.3,16.5616,941,
46,16.5792,942,
46.1,16.5968,943,
45.8,16.6144,944,
45.8,16.632,945,
46.6,16.6496,946,
46.6,16.6672,947,
45.3,16.6848,948,
45.3,16.7024,949,
45.1,16.72,950,
44.9,16.7376,951,
44.9,16.7552,952,
44.9,16.7728,953,
45.3,16.7904,954,
45.7,16.808,955,
44.5,16.8256,956,
44.5,16.8432,957,
44.5,16.8608,958,
44.9,16.8784,959,
44.9,16.896,960,
45.3,16.9136,961,
46,16.9312,962,
46.4,16.9488,963,
46.2,16.9664,964,
45.2,16.984,965,
44.7,17.0016,966,
44.7,17.0192,967,
45.4,17.0368,968,
45.4,17.0544,969,
45.2,17.072,970,
45,17.0896,971,
44.9,17.1072,972,
44.8,17.1248,973,
44.6,17.1424,974,
44.8,17.16,975,
45.4,17.1776,976,
45.4,17.1952,977,
45.3,17.2128,978,
45.3,17.2304,979,
45,17.248,980,
45,17.2656,981,
45,17.2832,982,
45.6,17.3008,983,
46,17.3184,984,
45.5,17.336,985,
45.5,17.3536,986,
45.8,17.3712,987,
45.6,17.3888,988,
45.6,17.4064,989,
45.6,17.424,990,
46,17.4416,991,
47.1,17.4592,992,
47.3,17.4768,993,
47.3,17.4944,994,
45.9,17.512,995,
45.1,17.5296,996,
45.6,17.5472,997,
46,17.5648,998,
46,17.5824,999,
46,17.6,1000,
46.1,17.6176,1001,
46.1,17.6352,1002,
45.8,17.6528,1003,
45.5,17.6704,1004,
45.9,17.688,1005,
46.3,17.7056,1006,
46.6,17.7232,1007,
46.8,17.7408,1008,
46.4,17.7584,1009,
46,17.776,1010,
46.4,17.7936,1011,
46.4,17.8112,1012,
46.9,17.8288,1013,
46.6,17.8464,1014,
46.6,17.864,1015,
47,17.8816,1016,
46.5,17.8992,1017,
46.5,17.9168,1018,
46.8,17.9344,1019,
46.8,17.952,1020,
47.9,17.9696,1021,
47.9,17.9872,1022,
45.5,18.0048,1023,
45.5,18.0224,1024,
45.2,18.04,1025,
45.5,18.0576,1026,
44.9,18.0752,1027,
44.9,18.0928,1028,
44.8,18.1104,1029,
45.3,18.128,1030,
45.3,18.1456,1031,
43.9,18.1632,1032,
44.1,18.1808,1033,
44.7,18.1984,1034,
44.6,18.216,1035,
44.6,18.2336,1036,
44.8,18.2512,1037,
45.4,18.2688,1038,
45,18.2864,1039,
44.5,18.304,1040,
44.9,18.3216,1041,
44.9,18.3392,1042,
45.2,18.3568,1043,
45.1,18.3744,1044,
45.1,18.392,1045,
45.4,18.4096,1046,
45,18.4272,1047,
44.8,18.4448,1048,
45.2,18.4624,1049,
45.6,18.48,1050,
45.6,18.4976,1051,
45.9,18.5152,1052,
45.3,18.5328,1053,
45.3,18.5504,1054,
45.1,18.568,1055,
45,18.5856,1056,
44.8,18.6032,1057,
44.8,18.6208,1058,
45.3,18.6384,1059,
45.6,18.656,1060,
45.6,18.6736,1061,
44.2,18.6912,1062,
44.9,18.7088,1063,
44.9,18.7264,1064,
44.9,18.744,1065,
44.8,18.7616,1066,
44.9,18.7792,1067,
45.6,18.7968,1068,
45.5,18.8144,1069,
44.6,18.832,1070,
44.8,18.8496,1071,
45.5,18.8672,1072,
45.5,18.8848,1073,
45.1,18.9024,1074,
45.5,18.92,1075,
46.3,18.9376,1076,
46.1,18.9552,1077,
45.9,18.9728,1078,
45.9,18.9904,1079,
46.4,19.008,1080,
46.6,19.0256,1081,
46.5,19.0432,1082,
46.5,19.0608,1083,
46.4,19.0784,1084,
46.4,19.096,1085,
46,19.1136,1086,
45.7,19.1312,1087,
46,19.1488,1088,
46.5,19.1664,1089,
46.8,19.184,1090,
46.2,19.2016,1091,
45.7,19.2192,1092,
45.7,19.2368,1093,
45.6,19.2544,1094,
45.6,19.272,1095,
45.8,19.2896,1096,
46.2,19.3072,1097,
46,19.3248,1098,
45.3,19.3424,1099,
45.5,19.36,1100,
44.8,19.3776,1101,
44.8,19.3952,1102,
44.8,19.4128,1103,
45,19.4304,1104,
45,19.448,1105,
44.7,19.4656,1106,
44.7,19.4832,1107,
44.5,19.5008,1108,
44.3,19.5184,1109,
44.2,19.536,1110,
44.2,19.5536,1111,
44.2,19.5712,1112,
43.8,19.5888,1113,
43.8,19.6064,1114,
43.1,19.624,1115,
42.5,19.6416,1116,
42.5,19.6592,1117,
42.5,19.6768,1118,
42.9,19.6944,1119,
43.1,19.712,1120,
43,19.7296,1121,
42.8,19.7472,1122,
42.7,19.7648,1123,
42.7,19.7824,1124,
42.3,19.8,1125,
42.3,19.8176,1126,
42.7,19.8352,1127,
42.7,19.8528,1128,
42.6,19.8704,1129,
43,19.888,1130,
43.1,19.9056,1131,
42.1,19.9232,1132,
42,19.9408,1133,
42,19.9584,1134,
42.9,19.976,1135,
42.9,19.9936,1136,
43,20.0112,1137,
43.3,20.0288,1138,
42.7,20.0464,1139,
42.7,20.064,1140,
41.6,20.0816,1141,
40.4,20.0992,1142,
39.2,20.1168,1143,
39.2,20.1344,1144,
38.9,20.152,1145,
37.8,20.1696,1146,
36.7,20.1872,1147,
36.7,20.2048,1148,
37.6,20.2224,1149,
38.9,20.24,1150,
40.6,20.2576,1151,
42,20.2752,1152,
43.1,20.2928,1153,
43.1,20.3104,1154,
44.7,20.328,1155,
44.7,20.3456,1156,
44.7,20.3632,1157,
45.3,20.3808,1158,
45.7,20.3984,1159,
45.7,20.416,1160,
46.2,20.4336,1161,
46.7,20.4512,1162,
46.9,20.4688,1163,
46.9,20.4864,1164,
46.1,20.504,1165,
46.8,20.5216,1166,
47.1,20.5392,1167,
47.5,20.5568,1168,
47.5,20.5744,1169,
47.5,20.592,1170,
47.5,20.6096,1171,
47.6,20.6272,1172,
46.8,20.6448,1173,
46.4,20.6624,1174,
46.9,20.68,1175,
46.9,20.6976,1176,
46.9,20.7152,1177,
45.7,20.7328,1178,
45.7,20.7504,1179,
45.4,20.768,1180,
45.5,20.7856,1181,
45.5,20.8032,1182,
45.3,20.8208,1183,
45.8,20.8384,1184,
45.8,20.856,1185,
45.8,20.8736,1186,
44.9,20.8912,1187,
