Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message
57.0745405,,,,1200.192044,0,-0.047460938,-0.960253906,-0.031001384,0.020949777,0,-0.043251845,47.63580966,0,0,0,0,0,0,-0.038986208,-0.24996201,0.020949777,0.064453125,-0.043048534,0,1,1,0,0,0,0,0,
57.632146,,,,1204.850446,0,-0.0484375,-0.959472656,-0.030993183,0.02151471,0,-0.043362161,47.74625,0,0,0,0,0,0,-0.039150926,-0.250070916,0.02151471,0.064453125,-0.043102825,0,1,1,0.1,0,0,0,0,
58.12690775,,,,1208.989646,0,-0.047070313,-0.959765625,-0.030929486,0.020857524,0,-0.04198439,48.46739347,0,0,0,0,0,0,-0.039402201,-0.249888707,0.020857524,0.064453125,-0.043018108,0,1,1,0,0,0,0,0,
58.606866,,,,1212.987815,0,-0.048828125,-0.958105469,-0.030952436,0.021347758,0,-0.041358006,47.22577273,0,0,0,0,0,0,-0.039425609,-0.250068303,0.021347758,0.064453125,-0.042740766,0,1,1,0.05,0,0,0,0,
59.0884605,,,,1217.002615,0,-0.048046875,-0.957910156,-0.03088368,0.021447523,0,-0.042826281,47.67933523,0,0,0,0,0,0,-0.039452154,-0.249626933,0.021447523,0.064257813,-0.042750708,0,1,1,0.1,0,0,0,0,
59.594784,,,,1221.20309,0,-0.048339844,-0.957714844,-0.030940259,0.021321687,0,-0.042376599,46.4,0,0,0,0,0,0,-0.039081967,-0.249641786,0.021321687,0.0625,-0.042679843,0,1,1,0,0,0,0,0,
60.1184865,,,,1225.573444,0,-0.047949219,-0.959179688,-0.030959006,0.021260181,0,-0.043273439,46.73538068,0,0,0,0,0,0,-0.039091323,-0.249778727,0.021260181,0.062597656,-0.042775546,0,1,1,0.05,0,0,0,0,
60.6575065,,,,1230.049906,0,-0.048535156,-0.957714844,-0.030913555,0.020895501,0,-0.043133483,47.4,0,0,0,0,0,0,-0.039532719,-0.249910813,0.020895501,0.063183594,-0.042843028,0,1,1,0.2,0,0,0,0,
61.22609175,,,,1234.783892,0,-0.048046875,-0.958398438,-0.030966424,0.020577429,0,-0.042775672,44.95312784,0,0,0,0,0,0,-0.039370305,-0.250108191,0.020577429,0.062890625,-0.042859189,0,1,1,0.1,0,0,0,0,
61.772018,,,,1239.345927,0,-0.047167969,-0.958007813,-0.030949333,0.020990807,0,-0.04226111,46.232125,0,0,0,0,0,0,-0.039210654,-0.24983223,0.020990807,0.063964844,-0.04277041,0,1,1,0,0,0,0,0,
62.31950625,,,,1243.909052,-0.00078125,-0.046972656,-0.958886719,-0.030939301,0.020501484,0,-0.043803833,43.8,0,0,0,0,0,0,-0.039445645,-0.249998951,0.020501484,0.064453125,-0.042839576,0,1,1,0.1,0,0,0,0,
62.85079725,,,,1248.340848,-0.000585938,-0.046484375,-0.95625,-0.030969478,0.021223996,0,-0.042914574,44.1,0,0,0,0,0,0,-0.039314611,-0.250073281,0.021223996,0.064453125,-0.042929889,0,1,1,0.1,0,0,0,0,
63.34486275,,,,1252.471667,0,-0.048144531,-0.957617188,-0.030998829,0.020678594,0,-0.042863155,44.8,0,0,0,0,0,0,-0.038938967,-0.24989738,0.020678594,0.063183594,-0.042882164,0,1,1,0,0,0,0,0,
63.8426095,,,,1256.612148,0,-0.0484375,-0.958300781,-0.030968422,0.020954368,0,-0.043858923,42.84209943,0,0,0,0,0,0,-0.039375861,-0.250127342,0.020954368,0.0625,-0.043053834,0,1,1,0.05,0,0,0,0,
64.3583145,,,,1260.902446,0,-0.047460938,-0.957226563,-0.030952817,0.021416283,0,-0.04299514,43.52775852,0,0,0,0,0,0,-0.039238774,-0.249884055,0.021416283,0.0625,-0.042998054,0,1,1,0.05,0,0,0,0,
64.855477,,,,1265.05929,0,-0.048144531,-0.956640625,-0.030994414,0.020787983,0,-0.042399886,43.80297159,0,0,0,0,0,0,-0.039140165,-0.250068532,0.020787983,0.0625,-0.042965078,0,1,1,0.05,0,0,0,0,
65.36316775,,,,1269.277481,0,-0.047753906,-0.958007813,-0.030952047,0.021203756,0,-0.043053206,41,0,0,0,0,0,0,-0.03950592,-0.250145966,0.021203756,0.0625,-0.042960922,0,1,1,0.1,0,0,0,0,
65.86174475,,,,1273.4417,0,-0.049121094,-0.958691406,-0.030960013,0.021089588,0,-0.043395142,41.32770597,0,0,0,0,0,0,-0.039301941,-0.249996196,0.021089588,0.0625,-0.043020279,0,1,1,0.05,0,0,0,0,
66.3925255,,,,1277.841131,0,-0.047558594,-0.957714844,-0.030946722,0.021377597,0,-0.041744593,39.5,0,0,0,0,0,0,-0.039325765,-0.249929573,0.021377597,0.0625,-0.042865247,0,1,1,0.05,0,0,0,0,
66.9513205,,,,1282.501348,0,-0.047558594,-0.956640625,-0.030928251,0.02142818,0,-0.0441146,39.00523011,0,0,0,0,0,0,-0.039304111,-0.249782211,0.02142818,0.0625,-0.042919504,0,1,1,0.1,0,0,0,0,
67.487612,,,,1286.979981,0,-0.048828125,-0.95703125,-0.030995959,0.020867275,0,-0.044283444,39.84765909,0,0,0,0,0,0,-0.039093137,-0.250032019,0.020867275,0.0625,-0.043202522,0,1,1,0.05,0,0,0,0,
68.00922,,,,1291.332048,0,-0.047753906,-0.957519531,-0.030971362,0.021148945,0,-0.042794807,37.21602273,0,0,0,0,0,0,-0.039311025,-0.250082514,0.021148945,0.0625,-0.04319865,0,1,1,0.05,0,0,0,0,
68.55099925,,,,1295.835158,0,-0.048242188,-0.956933594,-0.031019105,0.021434863,0,-0.04303231,37.3,0,0,0,0,0,0,-0.038904592,-0.250000988,0.021434863,0.0625,-0.043059599,0,1,1,0.05,0,0,0,0,
69.10567,,,,1300.435323,0,-0.0484375,-0.957324219,-0.030969715,0.021292196,0,-0.043957093,38.2,0,0,0,0,0,0,-0.039003856,-0.249764134,0.021292196,0.0625,-0.043229323,0,1,1,0.05,0,0,0,0,
69.69947475,,,,1305.406904,0,-0.047070313,-0.957128906,-0.030939007,0.021506093,0,-0.042116418,35.7,0,0,0,0,0,0,-0.039126687,-0.249677989,0.021506093,0.0625,-0.043103653,0,1,1,0,0,0,0,0,
70.214357,,,,1309.695485,0,-0.047753906,-0.956640625,-0.030978253,0.021288877,0,-0.0428568,35.32605114,0,0,0,0,0,0,-0.038990542,-0.249808928,0.021288877,0.0625,-0.043000025,0,1,1,0.1,0,0,0,0,
70.79469575,,,,1314.5255,0,-0.047753906,-0.95703125,-0.030918964,0.020985708,0,-0.043746373,35.05928409,0,0,0,0,0,0,-0.039369011,-0.249783916,0.020985708,0.0625,-0.043144907,0,1,1,0.15,0,0,0,0,
71.33400675,,,,1319.031298,0,-0.048046875,-0.95703125,-0.03092792,0.021087708,0,-0.0437827,30.63428267,0,0,0,0,0,0,-0.039313518,-0.249789369,0.021087708,0.0625,-0.043237358,0,1,1,0.1,0,0,0,0,
71.89131425,,,,1323.67295,0,-0.047460938,-0.956933594,-0.030986631,0.021238328,0,-0.044015441,30.17987074,0,0,0,0,0,0,-0.039044427,-0.249919827,0.021238328,0.0625,-0.043374796,0,1,1,0.1,0,0,0,0,
72.403666,,,,1327.949383,0,-0.047753906,-0.956835938,-0.031049442,0.021059075,0,-0.044811505,29.7,0,0,0,0,0,0,-0.038904858,-0.250207712,0.021059075,0.0625,-0.043522597,0,1,1,0,0,0,0,0,
72.9393045,,,,1332.392546,0,-0.04765625,-0.956738281,-0.030974367,0.02137325,0,-0.043989892,28.05573295,0,0,0,0,0,0,-0.039302338,-0.250094279,0.02137325,0.0625,-0.043655428,0,1,1,0.15,0,0,0,0,
73.52158975,,,,1337.259581,0,-0.047851563,-0.956347656,-0.030988504,0.021065481,0,-0.043160187,23.9636946,0,0,0,0,0,0,-0.039137154,-0.250025301,0.021065481,0.0625,-0.043594998,0,1,1,0.2,0,0,0,0,
74.03325025,,,,1341.528135,0,-0.047558594,-0.956933594,-0.030995576,0.020939855,0,-0.043163326,23.11306534,0,0,0,0,0,0,-0.03906594,-0.250002217,0.020939855,0.0625,-0.043526673,0,1,1,0.05,0,0,0,0,
74.57230175,,,,1346.009931,0,-0.047460938,-0.956933594,-0.030940921,0.02066488,0,-0.043944063,21.27496023,0,0,0,0,0,0,-0.039370072,-0.249934401,0.02066488,0.0625,-0.043582226,0,1,1,0.05,0,0,0,0,
75.11417025,,,,1350.522163,0,-0.047949219,-0.956640625,-0.030936864,0.021256443,0,-0.044154276,21,0,0,0,0,0,0,-0.039491365,-0.250028082,0.021256443,0.0625,-0.043622238,0,1,1,0.1,0,0,0,0,
75.66460925,,,,1355.129406,0,-0.047558594,-0.956835938,-0.030922507,0.021346919,0,-0.043760375,18.37489489,0,0,0,0,0,0,-0.039410756,-0.249849771,0.021346919,0.0625,-0.043700873,0,1,1,0.1,0,0,0,0,
76.1693125,,,,1359.331673,0,-0.047265625,-0.956640625,-0.030975031,0.021071527,0,-0.044354308,14.25944602,0,0,0,0,0,0,-0.039361865,-0.250158324,0.021071527,0.0625,-0.043785484,0,1,1,0.05,0,0,0,0,
76.7009125,,,,1363.749885,0,-0.048144531,-0.956738281,-0.030894668,0.021468303,0,-0.04450372,13.8993608,0,0,0,0,0,0,-0.039786556,-0.250036114,0.021468303,0.0625,-0.043902111,0,1,1,0.05,0,0,0,0,
77.23504675,,,,1368.210269,0,-0.047460938,-0.956738281,-0.030917405,0.021170584,0,-0.044762681,11.99352131,0,0,0,0,0,0,-0.039294763,-0.249699053,0.021170584,0.0625,-0.043976655,0,1,1,0.05,0,0,0,0,
77.776448,,,,1372.71495,0,-0.047753906,-0.95703125,-0.030944016,0.02094282,0,-0.043959382,10.2,0,0,0,0,0,0,-0.039166776,-0.249752164,0.02094282,0.0625,-0.044035867,0,1,1,0.1,0,0,0,0,
78.3261005,,,,1377.285885,0,-0.047460938,-0.956835938,-0.031016623,0.021046041,0,-0.044520568,8.461352273,0,0,0,0,0,0,-0.038929582,-0.250009089,0.021046041,0.0625,-0.044073366,0,1,1,0.15,0,0,0,0,
78.85677675,,,,1381.730313,0,-0.047949219,-0.956933594,-0.0308629,0.020740266,0,-0.044104097,7.299735795,0,0,0,0,0,0,-0.039957804,-0.249991168,0.020740266,0.0625,-0.044096094,0,1,1,0.05,0,0,0,0,
79.390334,,,,1386.163377,0,-0.047460938,-0.956738281,-0.030881013,0.021286943,0,-0.045966548,5.618556818,0,0,0,0,0,0,-0.039975183,-0.250131816,0.021286943,0.0625,-0.044311082,0,1,1,0,0,0,0,0,
79.9885585,,,,1391.112683,0,-0.04765625,-0.956640625,-0.030946482,0.020748944,0,-0.044596209,2.397769886,0,0,0,0,0,0,-0.039492053,-0.250094224,0.020748944,0.0625,-0.044393394,0,1,1,0,0,0,0,0,
80.560034,,,,1395.913121,0,-0.04765625,-0.956835938,-0.03094515,0.020308652,0,-0.044986597,2.945068182,0,0,0,0,0,0,-0.039615505,-0.250208615,0.020308652,0.0625,-0.044470684,0,1,1,0.15,0,0,0,0,
81.11069475,,,,1400.49594,0,-0.047753906,-0.956738281,-0.030968617,0.02087603,0,-0.045728816,1.050238636,0,0,0,0,0,0,-0.039221484,-0.249974296,0.02087603,0.0625,-0.044752537,0,1,1,0.1,0,0,0,0,
81.67025175,,,,1405.155302,0,-0.047363281,-0.956933594,-0.030972933,0.021138515,0,-0.045161224,0.615829545,0,0,0,0,0,0,-0.039433234,-0.250215418,0.021138515,0.0625,-0.04479973,0,1,1,0.1,0,0,0,0,
82.2197395,,,,1409.739027,0,-0.04765625,-0.956738281,-0.030883528,0.021344327,0,-0.044981279,0.296724432,0,0,0,0,0,0,-0.039350654,-0.249524403,0.021344327,0.0625,-0.044776413,0,1,1,0.05,0,0,0,0,
82.749725,,,,1414.175046,0,-0.04765625,-0.956542969,-0.03076025,0.020965199,0,-0.046449232,0,0,0,0,0,0,0,-0.040077402,-0.249412196,0.020965199,0.0625,-0.045020693,0,1,1,0.05,0,0,0,0,
83.29182675,,,,1418.659383,0,-0.047851563,-0.956738281,-0.030913479,0.021203525,0,-0.04538102,0,0,0,0,0,0,0,-0.039809772,-0.250187348,0.021203525,0.0625,-0.045080718,0,1,1,0.1,0,0,0,0,
83.85309225,,,,1423.353802,0,-0.048242188,-0.956933594,-0.030930862,0.021297026,0,-0.045408816,0,0,0,0,0,0,0,-0.039318662,-0.249814535,0.021297026,0.0625,-0.04515162,0,1,1,0.05,0,0,0,0,
84.38185925,,,,1427.768285,0,-0.048046875,-0.956640625,-0.030986646,0.020897163,0,-0.04618031,0,0,0,0,0,0,0,-0.038813396,-0.2496889,0.020897163,0.0625,-0.045276981,0,1,1,0,0,0,0,0,
84.91944625,,,,1432.238452,0,-0.047851563,-0.956640625,-0.030980527,0.021082052,0,-0.045483152,0,0,0,0,0,0,0,-0.039065098,-0.249898956,0.021082052,0.0625,-0.045351933,0,1,1,0.05,0,0,0,0,
85.47089825,,,,1436.830921,0,-0.04765625,-0.956640625,-0.030954992,0.021249242,0,-0.045658577,0,0,0,0,0,0,0,-0.039184426,-0.249844512,0.021249242,0.0625,-0.045322133,0,1,1,0.1,0,0,0,0,
86.0213415,,,,1441.425967,0,-0.047558594,-0.956738281,-0.030923291,0.020916492,0,-0.048359087,0,0,0,0,0,0,0,-0.039281228,-0.249725576,0.020916492,0.0625,-0.045759516,0,1,1,0.05,0,0,0,0,
86.55189825,,,,1445.841685,0,-0.047363281,-0.956542969,-0.030946657,0.02141583,0,-0.045954613,0,0,0,0,0,0,0,-0.0391782,-0.249781563,0.02141583,0.0625,-0.045905322,0,1,1,0.05,0,0,0,0,
87.1116865,,,,1450.50755,0,-0.047558594,-0.956640625,-0.030968071,0.021118677,0,-0.046909135,0,0,0,0,0,0,0,-0.039091314,-0.249840407,0.021118677,0.0625,-0.045964708,0,1,1,0.1,0,0,0,0,
87.6090145,,,,1454.674417,0,-0.047363281,-0.957128906,-0.030907498,0.020995612,0,-0.045997974,0,0,0,0,0,0,0,-0.039205571,-0.24954244,0.020995612,0.0625,-0.046026252,0,1,1,0.05,0,0,0,0,
88.1073745,,,,1458.809671,0,-0.048046875,-0.956640625,-0.03099634,0.021230488,0,-0.04525469,0,0,0,0,0,0,0,-0.038747878,-0.249689349,0.021230488,0.0625,-0.045932371,0,1,1,0.1,0,0,0,0,
88.6536615,,,,1463.350719,0,-0.047558594,-0.956738281,-0.030928577,0.021433532,0,-0.045806939,0,0,0,0,0,0,0,-0.039156374,-0.249636698,0.021433532,0.0625,-0.045834267,0,1,1,0.1,0,0,0,0,
89.20467425,,,,1467.958819,0,-0.047363281,-0.956542969,-0.030967612,0.020777176,0,-0.046130957,0,0,0,0,0,0,0,-0.039339286,-0.250085253,0.020777176,0.0625,-0.045930151,0,1,1,0.15,0,0,0,0,
89.70511225,,,,1472.136715,0,-0.047558594,-0.956542969,-0.030949227,0.020826389,0,-0.045790118,0,0,0,0,0,0,0,-0.039400099,-0.250020951,0.020826389,0.0625,-0.045913863,0,1,1,0.1,0,0,0,0,
90.19016325,,,,1476.181788,0,-0.04765625,-0.957226563,-0.030966853,0.020465418,0,-0.046261799,0,0,0,0,0,0,0,-0.039122538,-0.249863342,0.020465418,0.0625,-0.045914768,0,1,1,0.1,0,0,0,0,
90.701969,,,,1480.430504,0,-0.047558594,-0.956835938,-0.030954295,0.020747211,0,-0.046551579,0,0,0,0,0,0,0,-0.039237741,-0.249893085,0.020747211,0.0625,-0.046007626,0,1,1,0,0,0,0,0,
91.23422375,,,,1484.865069,0,-0.048144531,-0.956835938,-0.030906331,0.021085283,0,-0.045734261,0,0,0,0,0,0,0,-0.039402048,-0.249730979,0.021085283,0.0625,-0.046028448,0,1,1,0.05,0,0,0,0,
91.76578225,,,,1489.300665,0,-0.047460938,-0.956835938,-0.030922866,0.021402945,0,-0.044615989,0,0,0,0,0,0,0,-0.039446454,-0.24988791,0.021402945,0.0625,-0.045820275,0,1,1,0.15,0,0,0,0,
92.290774,,,,1493.667731,0,-0.047851563,-0.956738281,-0.030973953,0.021945828,0,-0.044279327,0,0,0,0,0,0,0,-0.039102661,-0.249891785,0.021945828,0.0625,-0.045603441,0,1,1,0.1,0,0,0,0,
92.83514725,,,,1498.200596,0,-0.047851563,-0.956542969,-0.030929676,0.021639827,0,-0.044123984,-0.9,0,0,0,0,0,0,-0.039182583,-0.249670382,0.021639827,0.0625,-0.045363573,0,1,1,0,0,0,0,0,
93.360312,,,,1502.587288,0,-0.047460938,-0.956738281,-0.030947894,0.021287049,0,-0.042038534,-1.043681818,0,0,0,0,0,0,-0.039416683,-0.250028464,0.021287049,0.0625,-0.04493954,0,1,1,0.1,0,0,0,0,
93.90957725,,,,1507.150885,0,-0.047460938,-0.956640625,-0.031002093,0.021144155,0,-0.044595466,-1.191426136,0,0,0,0,0,0,-0.03898314,-0.249963763,0.021144155,0.0625,-0.044766908,0,1,1,0.2,0,0,0,0,
94.43825075,,,,1511.579296,0,-0.047363281,-0.956640625,-0.030926702,0.021390277,0,-0.044763215,-2.761940341,0,0,0,0,0,0,-0.039412375,-0.249879937,0.021390277,0.0625,-0.044828731,0,1,1,0.1,0,0,0,0,
94.9754825,,,,1516.030679,0,-0.048144531,-0.956542969,-0.030834658,0.021127717,0,-0.042631592,-2.7,0,0,0,0,0,0,-0.039771687,-0.249612857,0.021127717,0.0625,-0.044487561,0,1,1,0.1,0,0,0,0,
95.5059475,,,,1520.466444,0,-0.047949219,-0.95703125,-0.030927139,0.020521698,0,-0.043836743,-6.052571023,0,0,0,0,0,0,-0.039381051,-0.24985159,0.020521698,0.0625,-0.044355297,0,1,1,0.1,0,0,0,0,
96.040824,,,,1524.924967,0,-0.047363281,-0.956933594,-0.030942778,0.020454871,0,-0.044078234,-8.527,0,0,0,0,0,0,-0.039284447,-0.249861412,0.020454871,0.0625,-0.044321471,0,1,1,0.15,0,0,0,0,
96.564158,,,,1529.277435,0,-0.047949219,-0.95703125,-0.031022083,0.02077348,0,-0.043505239,-9.999943182,0,0,0,0,0,0,-0.038886179,-0.250002843,0.02077348,0.0625,-0.044227148,0,1,1,0.1,0,0,0,0,
97.1257555,,,,1533.949265,0,-0.048046875,-0.956542969,-0.031073781,0.020554329,0,-0.042550473,-11.14734943,0,0,0,0,0,0,-0.03870302,-0.250171506,0.020554329,0.0625,-0.043968953,0,1,1,0.05,0,0,0,0,
97.65228225,,,,1538.364448,0,-0.047753906,-0.956738281,-0.030878382,0.02068768,0,-0.043133934,-12.7550767,0,0,0,0,0,0,-0.039494898,-0.249633624,0.02068768,0.0625,-0.043851511,0,1,1,0.1,0,0,0,0,
98.14499,,,,1542.463763,0,-0.04765625,-0.957128906,-0.030877771,0.020896923,0,-0.042067933,-14.22596591,0,0,0,0,0,0,-0.039554206,-0.249688773,0.020896923,0.0625,-0.043615965,0,1,1,0.15,0,0,0,0,
98.6847015,,,,1546.949683,0,-0.047851563,-0.956835938,-0.030950011,0.020900484,0,-0.042429392,-15.534125,0,0,0,0,0,0,-0.039270505,-0.249896689,0.020900484,0.0625,-0.043386439,0,1,1,0,0,0,0,0,
99.222843,,,,1551.440458,0,-0.047851563,-0.956347656,-0.030998911,0.020669312,0,-0.042527461,-19.33538636,0,0,0,0,0,0,-0.03924678,-0.250205751,0.020669312,0.0625,-0.043257224,0,1,1,0.05,0,0,0,0,
99.748656,,,,1555.816527,0,-0.048046875,-0.956933594,-0.031036346,0.020892206,0,-0.043342971,-21.11645455,0,0,0,0,0,0,-0.039057551,-0.250271277,0.020892206,0.0625,-0.043240092,0,1,1,0.05,0,0,0,0,
100.2733097,,,,1560.191477,0,-0.047558594,-0.956933594,-0.030945142,0.020994661,0,-0.044082749,-22.70828523,0,0,0,0,0,0,-0.039456866,-0.250049917,0.020994661,0.0625,-0.04340452,0,1,1,0,0,0,0,0,
100.8123697,,,,1564.68299,0,-0.047460938,-0.956445313,-0.030872555,0.021228943,0,-0.042841832,-23.9,0,0,0,0,0,0,-0.039521405,-0.249620477,0.021228943,0.0625,-0.043377829,0,1,1,0.05,0,0,0,0,
101.3505115,,,,1569.175194,0,-0.047460938,-0.95703125,-0.030990195,0.020921387,0,-0.038458636,-24.97589489,0,0,0,0,0,0,-0.039011252,-0.249910906,0.020921387,0.0625,-0.042717032,0,1,1,0.25,0,0,0,0,
101.8640127,,,,1573.455569,0,-0.048144531,-0.957128906,-0.030955149,0.021081413,0,-0.037960585,-22.6183983,0,0,0,0,0,0,-0.039392025,-0.250053179,0.021081413,0.0625,-0.041979571,0,1,1,0.15,0,0,0,0,
102.3862315,,,,1577.794835,0,-0.047851563,-0.956640625,-0.030975229,0.021151189,0,-0.038706084,-25.87990341,0,0,0,0,0,0,-0.039680327,-0.250478132,0.021151189,0.0625,-0.041407445,0,1,1,0.05,0,0,0,0,
102.9510822,,,,1582.495119,0,-0.047949219,-0.956542969,-0.031006662,0.020839814,0,-0.039669828,-26.95066932,0,0,0,0,0,0,-0.039280155,-0.250291872,0.020839814,0.0625,-0.041193192,0,1,1,0.1,0,0,0,0,
103.483728,,,,1586.945658,0,-0.047851563,-0.956542969,-0.030964443,0.020800687,0,-0.037815584,-28.4,0,0,0,0,0,0,-0.039065709,-0.249790113,0.020800687,0.0625,-0.040741273,0,1,1,0.15,0,0,0,0,
104.0102817,,,,1591.342104,0,-0.047558594,-0.956738281,-0.030971358,0.020576629,0,-0.036874821,-30.8375483,0,0,0,0,0,0,-0.039249243,-0.250020702,0.020576629,0.0625,-0.04013187,0,1,1,0.1,0,0,0,0,
104.5239745,,,,1595.611156,0,-0.047558594,-0.957128906,-0.030990187,0.020631263,0,-0.039380335,-31.34134375,0,0,0,0,0,0,-0.039425213,-0.250324816,0.020631263,0.0625,-0.039993001,0,1,1,0.05,0,0,0,0,
105.0648307,,,,1600.12166,0,-0.04765625,-0.956835938,-0.030971953,0.020671266,0,-0.035446563,-33.15926534,0,0,0,0,0,0,-0.039583648,-0.250359162,0.020671266,0.0625,-0.039372082,0,1,1,0,0,0,0,0,
105.5851123,,,,1604.466383,0,-0.047460938,-0.956640625,-0.030933163,0.020685547,0,-0.035604517,-31.8,0,0,0,0,0,0,-0.039915137,-0.250426671,0.020685547,0.0625,-0.038811151,0,1,1,0.1,0,0,0,0,
106.0878655,,,,1608.650225,0,-0.04765625,-0.956933594,-0.03098355,0.020748375,0,-0.035816172,-33.44766761,0,0,0,0,0,0,-0.039605444,-0.250459879,0.020748375,0.0625,-0.038299601,0,1,1,0.05,0,0,0,0,
106.6235602,,,,1613.104075,0,-0.047558594,-0.956542969,-0.03093433,0.020570963,0,-0.037166734,-37,0,0,0,0,0,0,-0.039566309,-0.250085786,0.020570963,0.0625,-0.038194206,0,1,1,0.05,0,0,0,0,
107.1690135,,,,1617.655554,0,-0.047558594,-0.956933594,-0.030916904,0.020994199,0,-0.034576288,-37.61484943,0,0,0,0,0,0,-0.039263476,-0.249664356,0.020994199,0.0625,-0.037670266,0,1,1,0,0,0,0,0,
107.7238287,,,,1622.267767,0,-0.048144531,-0.957226563,-0.031012174,0.021145412,0,-0.034873863,-37.20162557,0,0,0,0,0,0,-0.039033127,-0.250082354,0.021145412,0.0625,-0.037147977,0,1,1,0.05,0,0,0,0,
108.2778792,,,,1626.884602,0,-0.047460938,-0.95703125,-0.030983272,0.020767065,0,-0.03475983,-37.98267273,0,0,0,0,0,0,-0.039584591,-0.250437134,0.020767065,0.0625,-0.03686681,0,1,1,0.15,0,0,0,0,
108.8341765,,,,1631.532073,0,-0.047949219,-0.956835938,-0.030965813,0.020933043,0,-0.041026059,-37.4199858,0,0,0,0,0,0,-0.039279804,-0.250013532,0.020933043,0.0625,-0.037197501,0,1,1,0.1,0,0,0,0,
109.376535,,,,1636.052948,0,-0.048242188,-0.956933594,-0.030920947,0.020950162,0,-0.041214521,-43.04241477,0,0,0,0,0,0,-0.039293084,-0.249721477,0.020950162,0.0625,-0.037903769,0,1,1,0.05,0,0,0,0,
109.8937513,,,,1640.364092,0,-0.047753906,-0.956933594,-0.030923732,0.020922914,0,-0.040699534,-42.70737159,0,0,0,0,0,0,-0.039315086,-0.249762437,0.020922914,0.0625,-0.038276506,0,1,1,0.05,0,0,0,0,
110.4017905,,,,1644.60479,0,-0.0484375,-0.957226563,-0.030940217,0.021061043,0,-0.043177036,-43,0,0,0,0,0,0,-0.039429916,-0.249989453,0.021061043,0.0625,-0.038954411,0,1,1,0.1,0,0,0,0,
110.936812,,,,1649.045238,0,-0.047460938,-0.956542969,-0.030874826,0.021007959,0,-0.043317385,-46.17720455,0,0,0,0,0,0,-0.039824096,-0.249938622,0.021007959,0.0625,-0.039605898,0,1,1,0.05,0,0,0,0,
111.4988458,,,,1653.72984,0,-0.048730469,-0.957714844,-0.030961328,0.020886301,0,-0.043254645,-45.95447614,0,0,0,0,0,0,-0.03929761,-0.250000815,0.020886301,0.0625,-0.040243719,0,1,1,0.2,0,0,0,0,
112.0360627,,,,1658.213925,0,-0.047753906,-0.958203125,-0.030928497,0.020868213,0,-0.042527577,-46.56292386,0,0,0,0,0,0,-0.03946192,-0.249941696,0.020868213,0.0625,-0.040638734,0,1,1,0.15,0,0,0,0,
112.5980712,,,,1662.878042,0,-0.048046875,-0.956640625,-0.030902783,0.020815293,0,-0.042795722,-46.72353636,0,0,0,0,0,0,-0.039597761,-0.249902548,0.020815293,0.0625,-0.040947722,0,1,1,0.1,0,0,0,0,
113.1727922,,,,1667.684473,0,-0.047265625,-0.956835938,-0.030846673,0.020803223,0,-0.043025106,-46.87277159,0,0,0,0,0,0,-0.040060156,-0.249983088,0.020803223,0.0625,-0.041324084,0,1,1,0.05,0,0,0,0,
113.7054047,,,,1672.129135,0,-0.047753906,-0.957324219,-0.030947025,0.020865559,0,-0.039435517,-47.3465642,0,0,0,0,0,0,-0.039463303,-0.250069168,0.020865559,0.0625,-0.041151525,0,1,1,0.1,0,0,0,0,
114.2367692,,,,1676.545948,0,-0.048046875,-0.9578125,-0.030969053,0.020909317,0,-0.031629808,-46.45489545,0,0,0,0,0,0,-0.039508572,-0.25026435,0.020909317,0.0625,-0.039924506,0,1,1,0.1,0,0,0,0,
114.804293,,,,1681.273113,0,-0.04765625,-0.957324219,-0.030971796,0.020852102,0,-0.03052195,-44.77695455,0,0,0,0,0,0,-0.039387205,-0.250161648,0.020852102,0.0625,-0.038281164,0,1,1,0.1,0,0,0,0,
115.349537,,,,1685.827244,0,-0.048339844,-0.95703125,-0.030996971,0.020692192,0,-0.031801683,-43.9,0,0,0,0,0,0,-0.039362923,-0.250308689,0.020692192,0.0625,-0.037296961,0,1,1,0.15,0,0,0,0,
115.89306,,,,1690.345219,0,-0.048144531,-0.957421875,-0.031031377,0.020776869,0,-0.032342065,-43.9,0,0,0,0,0,0,-0.038874736,-0.250054647,0.020776869,0.0625,-0.036468765,0,1,1,0.2,0,0,0,0,
116.460124,,,,1695.074921,0,-0.047851563,-0.956835938,-0.031017548,0.020774593,0,-0.029074137,-44.1895,0,0,0,0,0,0,-0.039116663,-0.250202462,0.020774593,0.0625,-0.035414278,0,1,1,0,0,0,0,0,
117.0137892,,,,1699.68671,0,-0.047949219,-0.956347656,-0.030943632,0.020823075,0,-0.03320009,-43.3,0,0,0,0,0,0,-0.039509906,-0.250092685,0.020823075,0.0625,-0.034817389,0,1,1,0,0,0,0,0,
