Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0.1830715000000782,,,,1400,0,-0.0431640625,-0.9517578125,-0.04935809908992762,-0.06082124013529981,0,-0.017281872314796894,0,0,0,0,0,0,0,0.011335004096613654,-0.3245649817801238,-0.06082124013529981,0.05859375,-0.018015975043067754,0,0,1,0.2,0,0,0,0,,
0.12801399999987334,,,,1405.8333333333335,0,-0.043359375,-0.9521484375,-0.04923570192301703,-0.06045461701590862,0,-0.0162403896424462,0,0,0,0,0,0,0,0.01105320430770917,-0.3240138239107173,-0.06045461701590862,0.05859375,-0.017469766633172117,0,0,1,0.2,0,0,0,0,,
10.408150499999989,,,,1411.6666666666665,0,-0.0427734375,-0.9517578125,-0.04929430276876473,-0.06046618192741121,0,-0.017280891228400465,0,0,0,0,0,0,0,0.011211664062699373,-0.3242541644260365,-0.06046618192741121,0.05859375,-0.0176226054157555,0,0,1,0,0,0,0,0,,
20.66983699999973,,,,1417.5,0,-0.043359375,-0.9521484375,-0.049315775364447555,-0.06049027071596065,0,-0.01756989672368679,0,0,0,0,0,0,0,0.011216463199643412,-0.3243954941862661,-0.06049027071596065,0.05859375,-0.01798232408869772,0,0,1,0,0,0,0,0,,
30.911473499999847,,,,1423.3333333333335,0,-0.0435546875,-0.951953125,-0.049377118150419744,-0.060606322730117866,0,-0.017389266616453885,0,0,0,0,0,0,0,0.01144054145994506,-0.3245888761061905,-0.060606322730117866,0.05859375,-0.018448203603852843,0,0,1,0.1,0,0,0,0,,
41.17016499999994,,,,1429.1666666666665,0,-0.043359375,-0.9515625,-0.049322825880867685,-0.06083446051797316,0,-0.0162685790437892,0,0,0,0,0,0,0,0.011439127108858617,-0.3242208116298503,-0.06083446051797316,0.05859375,-0.01808839285878978,0,0,1,0.2,0,0,0,0,,
51.44081549999994,,,,1435,0,-0.0431640625,-0.951953125,-0.04937288991371909,-0.06075005452460046,0,-0.017600309206693022,0,0,0,0,0,0,0,0.011435256709239009,-0.32456538615377334,-0.06075005452460046,0.05859375,-0.017686437311052003,0,0,1,0,0,0,0,0,,
61.696845999999994,,,,1440.8333333333335,0,-0.04375,-0.9521484375,-0.04929145908462333,-0.06067072239737385,0,-0.016014079847940017,0,0,0,0,0,0,0,0.011341408771778198,-0.3241050674023315,-0.06067072239737385,0.05859375,-0.017818981260262785,0,0,1,0.1,0,0,0,0,,
71.96375549999996,,,,1446.6666666666665,0,-0.043359375,-0.9517578125,-0.04922277331540883,-0.060695405291261585,0,-0.02004458580859074,0,0,0,0,0,0,0,0.01101691530489617,-0.3239621289920853,-0.060695405291261585,0.05859375,-0.01819783022295568,0,0,1,0,0,0,0,0,,
82.20778900000016,,,,1452.5,0,-0.043359375,-0.9517578125,-0.04927026925992876,-0.06039251433949942,0,-0.01853454441604435,0,0,0,0,0,0,0,0.010913675841415832,-0.32438859579591317,-0.06039251433949942,0.05859375,-0.017852266552842225,0,0,1,0,0,0,0,0,,
92.44996149999984,,,,1458.3333333333335,0,-0.0435546875,-0.951953125,-0.04928931209258447,-0.06044006161059558,0,-0.019052237348002005,0,0,0,0,0,0,0,0.011192111844571037,-0.3242397532604572,-0.06044006161059558,0.05859375,-0.017720004264853567,0,0,1,0,0,0,0,0,,
102.7176084999999,,,,1464.1666666666665,0,-0.04375,-0.95234375,-0.04931293231506953,-0.06049352353443923,0,-0.018187674463145984,0,0,0,0,0,0,0,0.011208045128381743,-0.3243845642626994,-0.06049352353443923,0.05859375,-0.01759040673692498,0,0,1,0,0,0,0,0,,
112.96208049999996,,,,1470,0,-0.0435546875,-0.95234375,-0.049284783635977644,-0.06061473346380984,0,-0.01870637616265649,0,0,0,0,0,0,0,0.011131625665542776,-0.32426942162967676,-0.06061473346380984,0.05859375,-0.017899101381651388,0,1,1,0,0,0,0,0,,
123.2132920000001,,,,1475.8333333333335,0,-0.0431640625,-0.9521484375,-0.049251228364975794,-0.060581910465762986,0,-0.0186833443531459,0,0,0,0,0,0,0,0.011756794792340973,-0.32341589656406733,-0.060581910465762986,0.05859375,-0.017716539806826748,0,0,1,0,0,0,0,0,,
133.46245250000007,,,,1481.6666666666665,0,-0.043359375,-0.9515625,-0.04922669665358206,-0.06087587106286839,0,-0.01647860049041893,0,0,0,0,0,0,0,0.011058832316018907,-0.3239469117376646,-0.06087587106286839,0.05859375,-0.017587265208329456,0,0,1,0,0,0,0,0,,
143.71823499999977,,,,1487.5,0,-0.04296875,-0.9513671875,-0.04929178357654934,-0.060844326487810116,0,-0.018850672615694765,0,1,0,0.0073326320742537945,0,0.752460988902444,0,0.011401812624693555,-0.3240468718361083,-0.060844326487810116,0.05859375,-0.018109580673691242,0,0.3,1,0.2,0,0,0,0,,
154.00384299999988,,,,1493.3333333333335,0,-0.043359375,-0.951953125,-0.04926098381260035,-0.06028761080631122,0,-0.017414767566326556,0,4,0,0.020430678871091065,0,1.1055663619636908,0,0.010493860502177065,-0.3247452202569784,-0.06028761080631122,0.05859375,-0.017573880489017226,0,1,1,0.3,0,0,0,0,,
164.32239799999996,,,,1499.1666666666665,-0.001171875,-0.041796875,-0.95234375,-0.04925747212975842,-0.060780470296879954,0,-0.0185116128046533,0,7,0,0.033681587775155,0,1.1571881009210914,0,0.01100433302009644,-0.32421084944802353,-0.060780470296879954,0.05859375,-0.017841593020192854,0,1,1,0,0,0,0,0,,
174.64002699999986,,,,1505,0,-0.043359375,-0.95234375,-0.04933521091100142,-0.06048696253338387,0,-0.01757503728405082,0,10,0,0.04936109543649231,0,1.2726456873597514,0,0.01138796310933406,-0.3243562603065344,-0.06048696253338387,0.05859375,-0.017458960215349758,0,0.9,1,0,0,0,0,0,,
184.912195,,,,1510.8333333333335,-0.001171875,-0.0421875,-0.951953125,-0.04931918685313287,-0.06051150918769731,0,-0.019184590415250967,0,0,0,0,0,0,0,0.01108703103214866,-0.32454814278677474,-0.06051150918769731,0.060546875,-0.017150882879691007,0,0,1,0,0,0,0,0,,
195.1996175000001,,,,1516.6666666666665,-0.0033203125,-0.0376953125,-0.9580078125,-0.0493385427866422,-0.060969189824546875,0,-0.017069096849143865,0,11,0,0.05443035666803665,0,1.1299478558699008,0,0.011388772210279955,-0.32437812584260495,-0.060969189824546875,0.06171875,-0.017526118597758555,0,0.7,1,0.1,0,0,0,0,,
205.46507149999996,,,,1522.5,-0.00234375,-0.041015625,-0.952734375,-0.0492228511661782,-0.061003250166370905,0,-0.01668935588565287,0,1,0,0.006386196353742565,0,0.09593437719280182,0,0.011012886847272868,-0.3239666872527767,-0.061003250166370905,0.0638671875,-0.017528806740985458,0,0.1,1,0.2,0,0,0,0,,
215.73556299999996,,,,1528.3333333333335,-0.00625,-0.0306640625,-0.962109375,-0.049344937360605065,-0.06050947603086915,0,-0.018160918594929812,0,20,0,0.10240267303213102,0,0.49652705284151794,0,0.011133707753341396,-0.3246767077230954,-0.06050947603086915,0.0626953125,-0.017570635342243967,0,0.7,1,0.1,0,0,0,0,,
225.99069999999992,,,,1534.1666666666665,-0.0037109375,-0.03125,-0.96640625,-0.04930473929714245,-0.06088403567617542,0,-0.016463553479304817,0,19,0,0.09805265682520661,0,0.40596728012071814,0,0.010928349717040726,-0.3246085031790227,-0.06088403567617542,0.06796875,-0.017199015301871293,0,0.5,1,0.1,0,0,0,0,,
236.25958199999997,,,,1540,-0.0044921875,-0.03125,-0.9611328125,-0.04924722607316168,-0.060693848045422716,0,-0.018837282770745332,0,26,0,0.13423876305681878,0,0.461877397392798,0,0.010896859039824602,-0.3242485952513682,-0.060693848045422716,0.0662109375,-0.017478955896844995,0,0.4,1,0,0,0,0,0,,
246.51533949999984,,,,1545.8333333333335,-0.0041015625,-0.031640625,-0.9646484375,-0.0493455850232059,-0.0607174160300634,0,-0.016586342864689244,0,31,0,0.15766436320668686,0,0.3851212971201904,0,0.011428183721562138,-0.3243866393366592,-0.0607174160300634,0.072265625,-0.01705102876499803,0,0.4,1,0,0,0,0,0,,
256.769127,,,,1551.6666666666665,-0.0130859375,-0.011328125,-0.9765625,-0.04928293459926539,-0.059727320893608174,0,-0.016482829265885235,0,33,0,0.17127117071653256,0,0.348835423764011,0,0.011520395232725805,-0.32386806868880263,-0.059727320893608174,0.087109375,-0.01684215309884027,0,0.4,1,0,0,0,0,0,,
267.017158,,,,1557.5,-0.0107421875,-0.0208984375,-0.97734375,-0.049216425689376814,-0.06049626817939926,0,-0.016512552575451235,0,37,0,0.19154676551384178,0,0.31592049933458455,0,0.011036987970926199,-0.32389885840040955,-0.06049626817939926,0.0998046875,-0.0168798685970207,0,0.5,1,0.2,0,0,0,0,,
277.25232199999994,,,,1563.3333333333335,-0.003125,-0.027734375,-0.987109375,-0.04922989555047111,-0.060950970047415745,0,-0.017710317419545495,0,38,0,0.19679662487282107,0,0.3098352581005064,0,0.01116118039959976,-0.3238663333218722,-0.060950970047415745,0.094921875,-0.017634345318547476,0,0.4,1,0.1,0,0,0,0,,
287.5232375000001,,,,1569.1666666666665,-0.0068359375,-0.0255859375,-0.978125,-0.04925110116762521,-0.06124962605519411,0,-0.017390645176041268,0,37,0,0.19161599341659116,0,0.32057096201112695,0,0.01110299908000784,-0.32406882665173004,-0.06124962605519411,0.0859375,-0.017179858742148786,0,0.3,1,0.1,0,0,0,0,,
297.7747469999998,,,,1575,-0.0078125,-0.0169921875,-0.9830078125,-0.04933236274725631,-0.059680429235549406,0,-0.01907237111870749,0,40,0,0.20915680270359557,0,0.28535322276721564,0,0.011392593469061654,-0.32433224714683273,-0.059680429235549406,0.089453125,-0.01735505741652259,0,0.4,1,0,0,0,0,0,,
308.02316,,,,1580.8333333333335,-0.0080078125,-0.014453125,-0.9798828125,-0.04923211005255772,-0.06045475298036122,0,-0.01692619366289763,0,42,0,0.21712203511104938,0,0.2787122816104376,0,0.01100960663201482,-0.32403297758919936,-0.06045475298036122,0.08671875,-0.01696695971041506,0,0.5,1,0.2,0,0,0,0,,
318.2754115000001,,,,1586.6666666666665,-0.0115234375,-0.0185546875,-0.9818359375,-0.04926782113612015,-0.060482752494373834,0,-0.016759748884535693,0,42,0,0.21488622338493987,0,0.2814936431927428,0,0.011230876598847011,-0.3240547346571486,-0.060482752494373834,0.0876953125,-0.016951681291652605,0,0.5,1,0.1,0,0,0,0,,
328.5234265,,,,1592.5,-0.0095703125,-0.01640625,-0.983203125,-0.04929335485646983,-0.06068070432926087,0,-0.015154644932231084,0,45,0,0.2301291851080558,0,0.2638145982922083,0,0.011426533228361754,-0.3240328443691863,-0.06068070432926087,0.0896484375,-0.01719800253214777,0,0.4,1,0,0,0,0,0,,
338.78054099999997,,,,1598.3333333333335,-0.003125,-0.0220703125,-0.983984375,-0.04937047817330585,-0.05951811366629826,0,-0.01724964799321978,0,41,0,0.21040847086451872,0,0.2841551867182432,0,0.011431202232143004,-0.3245530278518994,-0.05951811366629826,0.092578125,-0.01674076194152436,0,0.3,1,0.1,0,0,0,0,,
349.0458005000001,,,,1604.1666666666665,-0.00625,-0.0197265625,-0.990625,-0.04916442591736933,-0.060747607195804854,0,-0.016329595063699152,0,45,0,0.23108414810118835,0,0.2629024908574683,0,0.011008818687695602,-0.3235731501436828,-0.060747607195804854,0.0896484375,-0.01687437553874188,0,0.4,1,0.2,0,0,0,0,,
359.3012675000001,,,,1610,-0.0130859375,-0.012890625,-0.9845703125,-0.049269459859260914,-0.060988092636772476,0,-0.017498902117486143,0,42,0,0.21572647966501063,0,0.28303890269059123,0,0.011331770360575583,-0.3239649930080416,-0.060988092636772476,0.0912109375,-0.017270929470395623,0,0.5,1,0,0,0,0,0,,
369.5802494999999,,,,1615.8333333333335,-0.017578125,-0.0078125,-0.9876953125,-0.04943887555854296,-0.06151788095885654,0,-0.016744130524401928,0,44,0,0.22925251136090558,0,0.2697036997156633,0,0.01157543249097746,-0.32487426691134835,-0.06151788095885654,0.0939453125,-0.016999937488776356,0,0.3,1,0.2,0,0,0,0,,
379.8284009999998,,,,1621.6666666666665,-0.01171875,-0.016015625,-0.982421875,-0.049313803074261815,-0.06071276229008958,0,-0.017113442145135226,0,49,0,0.25096525499083133,0,0.24200081567186044,0,0.011053849195603196,-0.3245446860314761,-0.06071276229008958,0.0955078125,-0.01712274521566716,0,0.3,1,0.1,0,0,0,0,,
390.07458099999997,,,,1627.5,-0.0087890625,-0.020703125,-0.9826171875,-0.049237957336196805,-0.060428432569919886,0,-0.016414182311871545,0,49,0,0.2550676705251811,0,0.23697100745753366,0,0.011104669380317086,-0.323977707752861,-0.060428432569919886,0.0935546875,-0.017279219961446844,0,0.3,1,0.1,0,0,0,0,,
400.3312185000001,,,,1633.3333333333335,-0.0078125,-0.015234375,-0.9888671875,-0.04915432817657617,-0.06112055327089553,0,-0.017289521727179066,0,50,0,0.25598913119449673,0,0.23889727460946347,0,0.010830738978080064,-0.32368251101986795,-0.06112055327089553,0.09375,-0.017104785798436592,0,0.3,1,0.1,0,0,0,0,,
410.5971645000001,,,,1639.1666666666665,-0.00546875,-0.022265625,-0.9806640625,-0.049293048304758544,-0.060320970920554565,0,-0.017186462520851903,0,47,0,0.24126057849670673,0,0.2511964012574806,0,0.011513136128505814,-0.3239441552720979,-0.060320970920554565,0.0916015625,-0.01668989098872835,0,0.2,1,0,0,0,0,0,,
420.8522469999999,,,,1645,-0.005078125,-0.02109375,-0.9818359375,-0.04945055532990804,-0.06074454748384985,0,-0.01536484185575496,0,44,0,0.22878001718392765,0,0.2655346876670056,0,0.012615122160260814,-0.32391406237437165,-0.06074454748384985,0.0943359375,-0.0167778857032473,0,0.2,1,0,0,0,0,0,,
431.10425050000003,,,,1650.8333333333335,-0.011328125,-0.0181640625,-0.9814453125,-0.049372388343791804,-0.0606106770908003,0,-0.01669930303997171,0,49,0,0.25510336957403773,0,0.23764850087883796,0,0.011630960934596906,-0.32436626856091155,-0.0606106770908003,0.090234375,-0.016874206303220975,0,0.3,1,0.1,0,0,0,0,,
441.356821,,,,1656.6666666666665,-0.010546875,-0.015625,-0.98828125,-0.04951534505116934,-0.06038936149812798,0,-0.015676940846061437,0,52,0,0.26876135377822563,0,0.22484155272999767,0,0.012369717161659306,-0.324600385213366,-0.06038936149812798,0.0974609375,-0.01662146375044623,0,0.5,1,0.2,0,0,0,0,,
451.62853849999993,,,,1662.5,-0.0091796875,-0.0166015625,-0.9841796875,-0.04930696366211879,-0.060678912107746195,0,-0.01659382121993834,0,45,0,0.2325284617382508,0,0.2609893026016247,0,0.011760336264428097,-0.3237916542519633,-0.060678912107746195,0.095703125,-0.017002087599466868,0,0.4,1,0.2,0,0,0,0,,
461.8838179999999,,,,1668.3333333333335,-0.012890625,-0.0115234375,-0.9859375,-0.04926883195967647,-0.06037509223712584,0,-0.017433564329692147,0,50,0,0.25824444830170845,0,0.23382219968256585,0,0.011174722190020123,-0.32411776809139475,-0.06037509223712584,0.09296875,-0.016999239523474402,0,0.3,1,0.1,0,0,0,0,,
472.128112,,,,1674.1666666666665,-0.0138671875,-0.0154296875,-0.9775390625,-0.04919199784043794,-0.06056178136068937,0,-0.01829822307468387,0,47,0,0.24299834755444277,0,0.25012505962998766,0,0.010575595426549525,-0.3241940104641993,-0.06056178136068937,0.0970703125,-0.017011793312887057,0,0.4,1,0.1,0,0,0,0,,
