RPM,time,Count,0.017554881,0.017554881,Record time: 1670.856
1.1,9.39186123,535,,,
0.1,9.409416111,536,,,
0.1,9.426970992,537,,,
0.7,9.444525872,538,,,
1.3,9.462080753,539,,,
0.3,9.479635634,540,,,
0.5,9.497190515,541,,,
1.7,9.514745396,542,,,
0.5,9.532300276,543,,,
0.5,9.549855157,544,,,
0.4,9.567410038,545,,,
0.6,9.584964919,546,,,
1.3,9.6025198,547,,,
1.3,9.62007468,548,,,
1.1,9.637629561,549,,,
0.4,9.655184442,550,,,
1.2,9.672739323,551,,,
0.7,9.690294204,552,,,
0.2,9.707849084,553,,,
0.1,9.725403965,554,,,
0.1,9.742958846,555,,,
0.1,9.760513727,556,,,
0.1,9.778068608,557,,,
0.1,9.795623488,558,,,
0,9.813178369,559,,,
0,9.83073325,560,,,
0.1,9.848288131,561,,,
0,9.865843012,562,,,
0,9.883397892,563,,,
0,9.900952773,564,,,
0,9.918507654,565,,,
0,9.936062535,566,,,
0.3,9.953617416,567,,,
0.3,9.971172296,568,,,
0.9,9.988727177,569,,,
1.2,10.00628206,570,,,
0.5,10.02383694,571,,,
0.7,10.04139182,572,,,
1.4,10.0589467,573,,,
0.4,10.07650158,574,,,
0.1,10.09405646,575,,,
0.1,10.11161134,576,,,
0.7,10.12916622,577,,,
1.4,10.1467211,578,,,
0.8,10.16427599,579,,,
0.1,10.18183087,580,,,
1.3,10.19938575,581,,,
1.3,10.21694063,582,,,
1.3,10.23449551,583,,,
0.2,10.25205039,584,,,
0.3,10.26960527,585,,,
1.6,10.28716015,586,,,
1.2,10.30471503,587,,,
1.2,10.32226991,588,,,
0.6,10.33982479,589,,,
1.2,10.35737967,590,,,
0.4,10.37493455,591,,,
0,10.39248944,592,,,
0.8,10.41004432,593,,,
1.4,10.4275992,594,,,
1.1,10.44515408,595,,,
1.1,10.46270896,596,,,
1.1,10.48026384,597,,,
1.1,10.49781872,598,,,
0.8,10.5153736,599,,,
0.8,10.53292848,600,,,
0.8,10.55048336,601,,,
1.1,10.56803824,602,,,
0.9,10.58559312,603,,,
0,10.60314801,604,,,
0.4,10.62070289,605,,,
0.4,10.63825777,606,,,
1.4,10.65581265,607,,,
0.7,10.67336753,608,,,
0.7,10.69092241,609,,,
1,10.70847729,610,,,
0.3,10.72603217,611,,,
0.1,10.74358705,612,,,
0.2,10.76114193,613,,,
0,10.77869681,614,,,
0.1,10.79625169,615,,,
1,10.81380657,616,,,
1.6,10.83136146,617,,,
0.8,10.84891634,618,,,
0.8,10.86647122,619,,,
0.8,10.8840261,620,,,
0.8,10.90158098,621,,,
1.4,10.91913586,622,,,
0.2,10.93669074,623,,,
0.4,10.95424562,624,,,
1.5,10.9718005,625,,,
0.6,10.98935538,626,,,
0.2,11.00691026,627,,,
0.2,11.02446514,628,,,
1.2,11.04202003,629,,,
1.2,11.05957491,630,,,
0.1,11.07712979,631,,,
0.4,11.09468467,632,,,
1.4,11.11223955,633,,,
1.2,11.12979443,634,,,
0.8,11.14734931,635,,,
1,11.16490419,636,,,
0.3,11.18245907,637,,,
0.1,11.20001395,638,,,
0.1,11.21756883,639,,,
0.2,11.23512371,640,,,
0.5,11.2526786,641,,,
1.1,11.27023348,642,,,
1,11.28778836,643,,,
0.7,11.30534324,644,,,
1.3,11.32289812,645,,,
0.7,11.340453,646,,,
0,11.35800788,647,,,
1.1,11.37556276,648,,,
1.1,11.39311764,649,,,
1.1,11.41067252,650,,,
0.2,11.4282274,651,,,
1,11.44578228,652,,,
1,11.46333716,653,,,
0.2,11.48089205,654,,,
0.2,11.49844693,655,,,
0.9,11.51600181,656,,,
0.9,11.53355669,657,,,
1.5,11.55111157,658,,,
1.5,11.56866645,659,,,
1,11.58622133,660,,,
0.8,11.60377621,661,,,
1,11.62133109,662,,,
0,11.63888597,663,,,
0.1,11.65644085,664,,,
0.8,11.67399573,665,,,
0.8,11.69155062,666,,,
1,11.7091055,667,,,
0.4,11.72666038,668,,,
1.1,11.74421526,669,,,
1.3,11.76177014,670,,,
0.2,11.77932502,671,,,
0.5,11.7968799,672,,,
1.3,11.81443478,673,,,
0.7,11.83198966,674,,,
0.7,11.84954454,675,,,
0.6,11.86709942,676,,,
1.3,11.8846543,677,,,
0.6,11.90220918,678,,,
0.1,11.91976407,679,,,
0.4,11.93731895,680,,,
1.1,11.95487383,681,,,
1.1,11.97242871,682,,,
0.6,11.98998359,683,,,
1.1,12.00753847,684,,,
0.7,12.02509335,685,,,
0.7,12.04264823,686,,,
0.2,12.06020311,687,,,
0.1,12.07775799,688,,,
0.1,12.09531287,689,,,
0.1,12.11286775,690,,,
0.2,12.13042264,691,,,
0,12.14797752,692,,,
0,12.1655324,693,,,
0,12.18308728,694,,,
0.2,12.20064216,695,,,
0.5,12.21819704,696,,,
0.5,12.23575192,697,,,
1.3,12.2533068,698,,,
0.9,12.27086168,699,,,
0.3,12.28841656,700,,,
1.3,12.30597144,701,,,
1,12.32352632,702,,,
0,12.3410812,703,,,
0.8,12.35863609,704,,,
1.3,12.37619097,705,,,
0.5,12.39374585,706,,,
0.5,12.41130073,707,,,
1,12.42885561,708,,,
1,12.44641049,709,,,
0.2,12.46396537,710,,,
0.7,12.48152025,711,,,
1.4,12.49907513,712,,,
1,12.51663001,713,,,
1.1,12.53418489,714,,,
0.7,12.55173977,715,,,
0.2,12.56929466,716,,,
0.2,12.58684954,717,,,
0,12.60440442,718,,,
0.1,12.6219593,719,,,
0.1,12.63951418,720,,,
0.2,12.65706906,721,,,
0.1,12.67462394,722,,,
0.1,12.69217882,723,,,
0,12.7097337,724,,,
0,12.72728858,725,,,
0.1,12.74484346,726,,,
0.1,12.76239834,727,,,
0,12.77995322,728,,,
0,12.79750811,729,,,
0,12.81506299,730,,,
0,12.83261787,731,,,
0.1,12.85017275,732,,,
0,12.86772763,733,,,
0,12.88528251,734,,,
0,12.90283739,735,,,
0,12.92039227,736,,,
0,12.93794715,737,,,
0,12.95550203,738,,,
0,12.97305691,739,,,
0,12.99061179,740,,,
0,13.00816668,741,,,
0,13.02572156,742,,,
0,13.04327644,743,,,
0,13.06083132,744,,,
0,13.0783862,745,,,
0,13.09594108,746,,,
0,13.11349596,747,,,
0,13.13105084,748,,,
0,13.14860572,749,,,
0,13.1661606,750,,,
0,13.18371548,751,,,
0,13.20127036,752,,,
0,13.21882525,753,,,
0,13.23638013,754,,,
0,13.25393501,755,,,
0,13.27148989,756,,,
0,13.28904477,757,,,
0,13.30659965,758,,,
0,13.32415453,759,,,
0,13.34170941,760,,,
0,13.35926429,761,,,
0,13.37681917,762,,,
0,13.39437405,763,,,
0,13.41192893,764,,,
0,13.42948381,765,,,
0,13.4470387,766,,,
0,13.46459358,767,,,
0,13.48214846,768,,,
0,13.49970334,769,,,
0,13.51725822,770,,,
0,13.5348131,771,,,
0,13.55236798,772,,,
0,13.56992286,773,,,
0,13.58747774,774,,,
0,13.60503262,775,,,
0,13.6225875,776,,,
0,13.64014238,777,,,
0,13.65769727,778,,,
0,13.67525215,779,,,
0,13.69280703,780,,,
0,13.71036191,781,,,
0,13.72791679,782,,,
0,13.74547167,783,,,
0,13.76302655,784,,,
0,13.78058143,785,,,
0,13.79813631,786,,,
0,13.81569119,787,,,
0,13.83324607,788,,,
0,13.85080095,789,,,
0,13.86835583,790,,,
0,13.88591072,791,,,
0,13.9034656,792,,,
0,13.92102048,793,,,
0,13.93857536,794,,,
0,13.95613024,795,,,
0,13.97368512,796,,,
0,13.99124,797,,,
0,14.00879488,798,,,
0,14.02634976,799,,,
0,14.04390464,800,,,
0,14.06145952,801,,,
0,14.0790144,802,,,
0,14.09656929,803,,,
0,14.11412417,804,,,
0,14.13167905,805,,,
0,14.14923393,806,,,
0,14.16678881,807,,,
0,14.18434369,808,,,
0,14.20189857,809,,,
0,14.21945345,810,,,
0,14.23700833,811,,,
0,14.25456321,812,,,
0,14.27211809,813,,,
0,14.28967297,814,,,
0,14.30722785,815,,,
0,14.32478274,816,,,
0,14.34233762,817,,,
0,14.3598925,818,,,
0,14.37744738,819,,,
0,14.39500226,820,,,
0,14.41255714,821,,,
0,14.43011202,822,,,
0,14.4476669,823,,,
0,14.46522178,824,,,
0,14.48277666,825,,,
0,14.50033154,826,,,
0,14.51788642,827,,,
0,14.53544131,828,,,
0,14.55299619,829,,,
0,14.57055107,830,,,
0,14.58810595,831,,,
0,14.60566083,832,,,
0,14.62321571,833,,,
0,14.64077059,834,,,
0,14.65832547,835,,,
0,14.67588035,836,,,
0,14.69343523,837,,,
0,14.71099011,838,,,
0,14.72854499,839,,,
0,14.74609987,840,,,
0,14.76365476,841,,,
0,14.78120964,842,,,
0,14.79876452,843,,,
0,14.8163194,844,,,
0,14.83387428,845,,,
0,14.85142916,846,,,
0,14.86898404,847,,,
0,14.88653892,848,,,
0,14.9040938,849,,,
0,14.92164868,850,,,
0,14.93920356,851,,,
0,14.95675844,852,,,
0,14.97431333,853,,,
0,14.99186821,854,,,
0,15.00942309,855,,,
0,15.02697797,856,,,
0,15.04453285,857,,,
0,15.06208773,858,,,
0,15.07964261,859,,,
0,15.09719749,860,,,
0,15.11475237,861,,,
0,15.13230725,862,,,
0,15.14986213,863,,,
0,15.16741701,864,,,
0,15.1849719,865,,,
0,15.20252678,866,,,
0,15.22008166,867,,,
0,15.23763654,868,,,
0,15.25519142,869,,,
0,15.2727463,870,,,
0,15.29030118,871,,,
0,15.30785606,872,,,
0,15.32541094,873,,,
0,15.34296582,874,,,
0,15.3605207,875,,,
0,15.37807558,876,,,
0,15.39563046,877,,,
0,15.41318535,878,,,
0,15.43074023,879,,,
0,15.44829511,880,,,
0,15.46584999,881,,,
0,15.48340487,882,,,
0,15.50095975,883,,,
0,15.51851463,884,,,
0,15.53606951,885,,,
0,15.55362439,886,,,
0,15.57117927,887,,,
0,15.58873415,888,,,
0,15.60628903,889,,,
0,15.62384392,890,,,
0,15.6413988,891,,,
0,15.65895368,892,,,
0,15.67650856,893,,,
0,15.69406344,894,,,
0,15.71161832,895,,,
0,15.7291732,896,,,
0,15.74672808,897,,,
0,15.76428296,898,,,
0,15.78183784,899,,,
0,15.79939272,900,,,
0,15.8169476,901,,,
0,15.83450248,902,,,
0,15.85205737,903,,,
0,15.86961225,904,,,
0,15.88716713,905,,,
0,15.90472201,906,,,
0,15.92227689,907,,,
0,15.93983177,908,,,
0,15.95738665,909,,,
0,15.97494153,910,,,
0,15.99249641,911,,,
0,16.01005129,912,,,
0,16.02760617,913,,,
0,16.04516105,914,,,
0,16.06271594,915,,,
0,16.08027082,916,,,
0,16.0978257,917,,,
0,16.11538058,918,,,
0.1,16.13293546,919,,,
0.1,16.15049034,920,,,
0,16.16804522,921,,,
0,16.1856001,922,,,
0,16.20315498,923,,,
0,16.22070986,924,,,
0,16.23826474,925,,,
0,16.25581962,926,,,
0,16.2733745,927,,,
0,16.29092939,928,,,
0,16.30848427,929,,,
0,16.32603915,930,,,
0,16.34359403,931,,,
0,16.36114891,932,,,
0,16.37870379,933,,,
0,16.39625867,934,,,
0,16.41381355,935,,,
0,16.43136843,936,,,
0,16.44892331,937,,,
0,16.46647819,938,,,
0,16.48403307,939,,,
0,16.50158796,940,,,
0,16.51914284,941,,,
0,16.53669772,942,,,
0,16.5542526,943,,,
0,16.57180748,944,,,
0,16.58936236,945,,,
0,16.60691724,946,,,
0,16.62447212,947,,,
0,16.642027,948,,,
0,16.65958188,949,,,
0,16.67713676,950,,,
0,16.69469164,951,,,
0,16.71224652,952,,,
0,16.72980141,953,,,
0,16.74735629,954,,,
0,16.76491117,955,,,
0,16.78246605,956,,,
0,16.80002093,957,,,
0,16.81757581,958,,,
0,16.83513069,959,,,
0,16.85268557,960,,,
0,16.87024045,961,,,
0,16.88779533,962,,,
0,16.90535021,963,,,
0,16.92290509,964,,,
0,16.94045998,965,,,
0,16.95801486,966,,,
0,16.97556974,967,,,
0,16.99312462,968,,,
0,17.0106795,969,,,
0,17.02823438,970,,,
0,17.04578926,971,,,
0,17.06334414,972,,,
