RPM,time,Count,0.017554881,0.017554881,Record time: 1670.856
31.3,104.8377482,5972,,,
31.5,104.855303,5973,,,
31.4,104.8728579,5974,,,
31.6,104.8904128,5975,,,
32.1,104.9079677,5976,,,
32.1,104.9255226,5977,,,
31.2,104.9430774,5978,,,
31.5,104.9606323,5979,,,
31.6,104.9781872,5980,,,
31.4,104.9957421,5981,,,
31.4,105.013297,5982,,,
31.3,105.0308518,5983,,,
31.9,105.0484067,5984,,,
31.3,105.0659616,5985,,,
31.4,105.0835165,5986,,,
31.4,105.1010714,5987,,,
31.4,105.1186263,5988,,,
31.7,105.1361811,5989,,,
31.5,105.153736,5990,,,
31.6,105.1712909,5991,,,
30.7,105.1888458,5992,,,
31,105.2064007,5993,,,
30.9,105.2239555,5994,,,
30.9,105.2415104,5995,,,
31.1,105.2590653,5996,,,
31.1,105.2766202,5997,,,
31.8,105.2941751,5998,,,
31.8,105.3117299,5999,,,
31.4,105.3292848,6000,,,
31.6,105.3468397,6001,,,
31.3,105.3643946,6002,,,
30.9,105.3819495,6003,,,
31,105.3995043,6004,,,
30.8,105.4170592,6005,,,
31,105.4346141,6006,,,
31,105.452169,6007,,,
30.9,105.4697239,6008,,,
31,105.4872787,6009,,,
30.8,105.5048336,6010,,,
30.7,105.5223885,6011,,,
30.7,105.5399434,6012,,,
30.4,105.5574983,6013,,,
30.2,105.5750532,6014,,,
30,105.592608,6015,,,
30.4,105.6101629,6016,,,
30.4,105.6277178,6017,,,
30.2,105.6452727,6018,,,
30.9,105.6628276,6019,,,
31.5,105.6803824,6020,,,
30.7,105.6979373,6021,,,
31.3,105.7154922,6022,,,
31.6,105.7330471,6023,,,
31.7,105.750602,6024,,,
31.7,105.7681568,6025,,,
31,105.7857117,6026,,,
30.6,105.8032666,6027,,,
30.8,105.8208215,6028,,,
30.8,105.8383764,6029,,,
30.8,105.8559312,6030,,,
31.2,105.8734861,6031,,,
31.1,105.891041,6032,,,
31.1,105.9085959,6033,,,
30.9,105.9261508,6034,,,
30.6,105.9437056,6035,,,
30.6,105.9612605,6036,,,
30.2,105.9788154,6037,,,
30.2,105.9963703,6038,,,
30.3,106.0139252,6039,,,
30.3,106.0314801,6040,,,
30.3,106.0490349,6041,,,
30.8,106.0665898,6042,,,
30.7,106.0841447,6043,,,
30.8,106.1016996,6044,,,
30.6,106.1192545,6045,,,
30.8,106.1368093,6046,,,
30.8,106.1543642,6047,,,
30.8,106.1719191,6048,,,
30.6,106.189474,6049,,,
31,106.2070289,6050,,,
30.9,106.2245837,6051,,,
31.4,106.2421386,6052,,,
31.7,106.2596935,6053,,,
31.6,106.2772484,6054,,,
31.8,106.2948033,6055,,,
31.5,106.3123581,6056,,,
32,106.329913,6057,,,
32,106.3474679,6058,,,
31.5,106.3650228,6059,,,
31.6,106.3825777,6060,,,
31.7,106.4001326,6061,,,
32.2,106.4176874,6062,,,
32.2,106.4352423,6063,,,
33,106.4527972,6064,,,
31.8,106.4703521,6065,,,
32.8,106.487907,6066,,,
32.7,106.5054618,6067,,,
32.6,106.5230167,6068,,,
32.6,106.5405716,6069,,,
32.4,106.5581265,6070,,,
32.4,106.5756814,6071,,,
32.5,106.5932362,6072,,,
32,106.6107911,6073,,,
32.4,106.628346,6074,,,
32.5,106.6459009,6075,,,
32.3,106.6634558,6076,,,
32.2,106.6810106,6077,,,
32.2,106.6985655,6078,,,
32.1,106.7161204,6079,,,
31.9,106.7336753,6080,,,
31.7,106.7512302,6081,,,
31.3,106.768785,6082,,,
31.5,106.7863399,6083,,,
31.8,106.8038948,6084,,,
31.7,106.8214497,6085,,,
32.1,106.8390046,6086,,,
31.8,106.8565595,6087,,,
31.8,106.8741143,6088,,,
31.5,106.8916692,6089,,,
31.5,106.9092241,6090,,,
31.5,106.926779,6091,,,
31.1,106.9443339,6092,,,
30.7,106.9618887,6093,,,
31.2,106.9794436,6094,,,
30.9,106.9969985,6095,,,
31.4,107.0145534,6096,,,
31.3,107.0321083,6097,,,
31.3,107.0496631,6098,,,
31,107.067218,6099,,,
31.4,107.0847729,6100,,,
31.4,107.1023278,6101,,,
30.6,107.1198827,6102,,,
31.3,107.1374375,6103,,,
30.6,107.1549924,6104,,,
30.8,107.1725473,6105,,,
31.5,107.1901022,6106,,,
30.7,107.2076571,6107,,,
31.5,107.2252119,6108,,,
31.5,107.2427668,6109,,,
31.5,107.2603217,6110,,,
31.3,107.2778766,6111,,,
31.2,107.2954315,6112,,,
31.2,107.3129864,6113,,,
31.2,107.3305412,6114,,,
30.5,107.3480961,6115,,,
30.7,107.365651,6116,,,
31,107.3832059,6117,,,
31.1,107.4007608,6118,,,
31.1,107.4183156,6119,,,
31.1,107.4358705,6120,,,
30.8,107.4534254,6121,,,
30.9,107.4709803,6122,,,
30.9,107.4885352,6123,,,
30.7,107.50609,6124,,,
31,107.5236449,6125,,,
31.9,107.5411998,6126,,,
31.5,107.5587547,6127,,,
31.4,107.5763096,6128,,,
31.7,107.5938644,6129,,,
31.3,107.6114193,6130,,,
31.3,107.6289742,6131,,,
31.3,107.6465291,6132,,,
31.1,107.664084,6133,,,
31.3,107.6816388,6134,,,
30.9,107.6991937,6135,,,
30.5,107.7167486,6136,,,
30.5,107.7343035,6137,,,
30.5,107.7518584,6138,,,
30.5,107.7694133,6139,,,
30.8,107.7869681,6140,,,
30.8,107.804523,6141,,,
30.7,107.8220779,6142,,,
30.9,107.8396328,6143,,,
30.5,107.8571877,6144,,,
30.6,107.8747425,6145,,,
30.8,107.8922974,6146,,,
30.1,107.9098523,6147,,,
30.7,107.9274072,6148,,,
30.7,107.9449621,6149,,,
30.7,107.9625169,6150,,,
30.5,107.9800718,6151,,,
31,107.9976267,6152,,,
31.4,108.0151816,6153,,,
31.7,108.0327365,6154,,,
31.1,108.0502913,6155,,,
31.3,108.0678462,6156,,,
31.5,108.0854011,6157,,,
31.4,108.102956,6158,,,
31.7,108.1205109,6159,,,
31.7,108.1380657,6160,,,
31.7,108.1556206,6161,,,
31.7,108.1731755,6162,,,
31.7,108.1907304,6163,,,
31.9,108.2082853,6164,,,
31.9,108.2258402,6165,,,
31.9,108.243395,6166,,,
32,108.2609499,6167,,,
31.5,108.2785048,6168,,,
31.5,108.2960597,6169,,,
32.1,108.3136146,6170,,,
31.5,108.3311694,6171,,,
31.8,108.3487243,6172,,,
32.5,108.3662792,6173,,,
32.1,108.3838341,6174,,,
32.1,108.401389,6175,,,
32.6,108.4189438,6176,,,
32.5,108.4364987,6177,,,
33.1,108.4540536,6178,,,
33.1,108.4716085,6179,,,
31.9,108.4891634,6180,,,
31.9,108.5067182,6181,,,
32.3,108.5242731,6182,,,
32.1,108.541828,6183,,,
32.2,108.5593829,6184,,,
32.3,108.5769378,6185,,,
32.4,108.5944927,6186,,,
32.2,108.6120475,6187,,,
32.3,108.6296024,6188,,,
32.3,108.6471573,6189,,,
32.3,108.6647122,6190,,,
32,108.6822671,6191,,,
32,108.6998219,6192,,,
31.8,108.7173768,6193,,,
32.3,108.7349317,6194,,,
32.6,108.7524866,6195,,,
32.4,108.7700415,6196,,,
32.1,108.7875963,6197,,,
32.3,108.8051512,6198,,,
32.3,108.8227061,6199,,,
32,108.840261,6200,,,
31.4,108.8578159,6201,,,
31.4,108.8753707,6202,,,
31.4,108.8929256,6203,,,
31.1,108.9104805,6204,,,
31.1,108.9280354,6205,,,
31.5,108.9455903,6206,,,
31.1,108.9631451,6207,,,
31.5,108.9807,6208,,,
31.1,108.9982549,6209,,,
31.1,109.0158098,6210,,,
30.9,109.0333647,6211,,,
31.1,109.0509196,6212,,,
31.1,109.0684744,6213,,,
30.6,109.0860293,6214,,,
31.2,109.1035842,6215,,,
30.7,109.1211391,6216,,,
30.8,109.138694,6217,,,
31.4,109.1562488,6218,,,
31.1,109.1738037,6219,,,
31.1,109.1913586,6220,,,
31.5,109.2089135,6221,,,
31.2,109.2264684,6222,,,
31,109.2440232,6223,,,
30.8,109.2615781,6224,,,
30.6,109.279133,6225,,,
30.7,109.2966879,6226,,,
30.8,109.3142428,6227,,,
31,109.3317976,6228,,,
31,109.3493525,6229,,,
31,109.3669074,6230,,,
31.2,109.3844623,6231,,,
31.3,109.4020172,6232,,,
31.3,109.419572,6233,,,
31.4,109.4371269,6234,,,
31.2,109.4546818,6235,,,
31.6,109.4722367,6236,,,
31.7,109.4897916,6237,,,
31.8,109.5073465,6238,,,
31.7,109.5249013,6239,,,
31.9,109.5424562,6240,,,
31.9,109.5600111,6241,,,
31.8,109.577566,6242,,,
31.5,109.5951209,6243,,,
31.4,109.6126757,6244,,,
31.1,109.6302306,6245,,,
31,109.6477855,6246,,,
30.7,109.6653404,6247,,,
30.9,109.6828953,6248,,,
30.9,109.7004501,6249,,,
30.8,109.718005,6250,,,
30.8,109.7355599,6251,,,
31,109.7531148,6252,,,
31.1,109.7706697,6253,,,
30.7,109.7882245,6254,,,
30.9,109.8057794,6255,,,
30.6,109.8233343,6256,,,
30.5,109.8408892,6257,,,
30.2,109.8584441,6258,,,
29.8,109.8759989,6259,,,
30.3,109.8935538,6260,,,
30.3,109.9111087,6261,,,
30.4,109.9286636,6262,,,
30.9,109.9462185,6263,,,
31.6,109.9637734,6264,,,
32.7,109.9813282,6265,,,
34,109.9988831,6266,,,
33.9,110.016438,6267,,,
34.1,110.0339929,6268,,,
34.6,110.0515478,6269,,,
35.1,110.0691026,6270,,,
35.1,110.0866575,6271,,,
35.6,110.1042124,6272,,,
36.1,110.1217673,6273,,,
36.1,110.1393222,6274,,,
36.7,110.156877,6275,,,
36.6,110.1744319,6276,,,
36.2,110.1919868,6277,,,
36.2,110.2095417,6278,,,
36.8,110.2270966,6279,,,
36.7,110.2446514,6280,,,
36.8,110.2622063,6281,,,
36.8,110.2797612,6282,,,
37.1,110.2973161,6283,,,
36.9,110.314871,6284,,,
36.6,110.3324259,6285,,,
36.3,110.3499807,6286,,,
36.3,110.3675356,6287,,,
36.3,110.3850905,6288,,,
35.8,110.4026454,6289,,,
36.3,110.4202003,6290,,,
36.3,110.4377551,6291,,,
36.6,110.45531,6292,,,
36.2,110.4728649,6293,,,
36.5,110.4904198,6294,,,
36.7,110.5079747,6295,,,
36.1,110.5255295,6296,,,
36.1,110.5430844,6297,,,
36,110.5606393,6298,,,
36,110.5781942,6299,,,
36.3,110.5957491,6300,,,
36.3,110.6133039,6301,,,
36.4,110.6308588,6302,,,
36,110.6484137,6303,,,
36,110.6659686,6304,,,
35.6,110.6835235,6305,,,
35.5,110.7010783,6306,,,
35.5,110.7186332,6307,,,
35.7,110.7361881,6308,,,
35.7,110.753743,6309,,,
35.8,110.7712979,6310,,,
36.2,110.7888528,6311,,,
36.2,110.8064076,6312,,,
35.8,110.8239625,6313,,,
35.8,110.8415174,6314,,,
36,110.8590723,6315,,,
35.9,110.8766272,6316,,,
35.5,110.894182,6317,,,
36.1,110.9117369,6318,,,
35.8,110.9292918,6319,,,
36.1,110.9468467,6320,,,
36.1,110.9644016,6321,,,
36,110.9819564,6322,,,
36,110.9995113,6323,,,
36,111.0170662,6324,,,
35,111.0346211,6325,,,
35.1,111.052176,6326,,,
35.4,111.0697308,6327,,,
35.6,111.0872857,6328,,,
35.4,111.1048406,6329,,,
35.9,111.1223955,6330,,,
35.9,111.1399504,6331,,,
36,111.1575052,6332,,,
35.4,111.1750601,6333,,,
35.1,111.192615,6334,,,
35.2,111.2101699,6335,,,
35.4,111.2277248,6336,,,
35.6,111.2452797,6337,,,
35.5,111.2628345,6338,,,
35.5,111.2803894,6339,,,
35.5,111.2979443,6340,,,
35.4,111.3154992,6341,,,
35.1,111.3330541,6342,,,
34.8,111.3506089,6343,,,
34.8,111.3681638,6344,,,
35.2,111.3857187,6345,,,
35.3,111.4032736,6346,,,
35.8,111.4208285,6347,,,
36,111.4383833,6348,,,
35.8,111.4559382,6349,,,
35.9,111.4734931,6350,,,
36.4,111.491048,6351,,,
36.4,111.5086029,6352,,,
35.5,111.5261577,6353,,,
34.9,111.5437126,6354,,,
35.6,111.5612675,6355,,,
35.7,111.5788224,6356,,,
35.6,111.5963773,6357,,,
35.4,111.6139321,6358,,,
36.1,111.631487,6359,,,
36.1,111.6490419,6360,,,
36.1,111.6665968,6361,,,
35.2,111.6841517,6362,,,
35,111.7017066,6363,,,
35.4,111.7192614,6364,,,
35.9,111.7368163,6365,,,
35.7,111.7543712,6366,,,
36.3,111.7719261,6367,,,
36.4,111.789481,6368,,,
36.5,111.8070358,6369,,,
36.5,111.8245907,6370,,,
36.5,111.8421456,6371,,,
36.1,111.8597005,6372,,,
35.9,111.8772554,6373,,,
36.1,111.8948102,6374,,,
36.5,111.9123651,6375,,,
36.5,111.92992,6376,,,
36.7,111.9474749,6377,,,
36.7,111.9650298,6378,,,
36.5,111.9825846,6379,,,
36.1,112.0001395,6380,,,
36.1,112.0176944,6381,,,
35.9,112.0352493,6382,,,
36,112.0528042,6383,,,
36.3,112.070359,6384,,,
37,112.0879139,6385,,,
36.7,112.1054688,6386,,,
36.6,112.1230237,6387,,,
36.8,112.1405786,6388,,,
36.9,112.1581335,6389,,,
36.9,112.1756883,6390,,,
36.3,112.1932432,6391,,,
36.3,112.2107981,6392,,,
36.5,112.228353,6393,,,
36.3,112.2459079,6394,,,
36.2,112.2634627,6395,,,
36.5,112.2810176,6396,,,
36.5,112.2985725,6397,,,
36,112.3161274,6398,,,
35.7,112.3336823,6399,,,
35.5,112.3512371,6400,,,
35.5,112.368792,6401,,,
35.4,112.3863469,6402,,,
35.2,112.4039018,6403,,,
35.5,112.4214567,6404,,,
35.9,112.4390115,6405,,,
36.2,112.4565664,6406,,,
36.2,112.4741213,6407,,,
35.7,112.4916762,6408,,,
35.8,112.5092311,6409,,,
35.5,112.526786,6410,,,
35.5,112.5443408,6411,,,
35.5,112.5618957,6412,,,
35.5,112.5794506,6413,,,
35.8,112.5970055,6414,,,
35.9,112.6145604,6415,,,
35.9,112.6321152,6416,,,
35.8,112.6496701,6417,,,
35.5,112.667225,6418,,,
35.2,112.6847799,6419,,,
35.2,112.7023348,6420,,,
35.3,112.7198896,6421,,,
36.1,112.7374445,6422,,,
36.1,112.7549994,6423,,,
36,112.7725543,6424,,,
36.3,112.7901092,6425,,,
36.5,112.807664,6426,,,
36.4,112.8252189,6427,,,
35.8,112.8427738,6428,,,
35.7,112.8603287,6429,,,
35.5,112.8778836,6430,,,
35.5,112.8954384,6431,,,
35.6,112.9129933,6432,,,
35.7,112.9305482,6433,,,
35.7,112.9481031,6434,,,
35.7,112.965658,6435,,,
35.4,112.9832129,6436,,,
35.3,113.0007677,6437,,,
35.4,113.0183226,6438,,,
35.3,113.0358775,6439,,,
34.9,113.0534324,6440,,,
35.2,113.0709873,6441,,,
35.2,113.0885421,6442,,,
35.5,113.106097,6443,,,
35.8,113.1236519,6444,,,
35.5,113.1412068,6445,,,
35.2,113.1587617,6446,,,
35.3,113.1763165,6447,,,
35.3,113.1938714,6448,,,
34.9,113.2114263,6449,,,
34.8,113.2289812,6450,,,
35.1,113.2465361,6451,,,
35.1,113.2640909,6452,,,
35.3,113.2816458,6453,,,
35.4,113.2992007,6454,,,
35.4,113.3167556,6455,,,
35.5,113.3343105,6456,,,
35.4,113.3518653,6457,,,
35.6,113.3694202,6458,,,
35.9,113.3869751,6459,,,
36.4,113.40453,6460,,,
36.3,113.4220849,6461,,,
37,113.4396398,6462,,,
37.3,113.4571946,6463,,,
37.7,113.4747495,6464,,,
37.7,113.4923044,6465,,,
37.2,113.5098593,6466,,,
36.9,113.5274142,6467,,,
36.2,113.544969,6468,,,
36.5,113.5625239,6469,,,
36.6,113.5800788,6470,,,
37,113.5976337,6471,,,
37,113.6151886,6472,,,
37,113.6327434,6473,,,
36.6,113.6502983,6474,,,
36.7,113.6678532,6475,,,
36.4,113.6854081,6476,,,
35.7,113.702963,6477,,,
36.1,113.7205178,6478,,,
36.1,113.7380727,6479,,,
36.6,113.7556276,6480,,,
36.6,113.7731825,6481,,,
36.7,113.7907374,6482,,,
36.4,113.8082922,6483,,,
36.5,113.8258471,6484,,,
36.7,113.843402,6485,,,
36.2,113.8609569,6486,,,
35.8,113.8785118,6487,,,
36.1,113.8960667,6488,,,
36.3,113.9136215,6489,,,
36.3,113.9311764,6490,,,
36.2,113.9487313,6491,,,
36.3,113.9662862,6492,,,
36.3,113.9838411,6493,,,
36.2,114.0013959,6494,,,
35.9,114.0189508,6495,,,
36,114.0365057,6496,,,
35.8,114.0540606,6497,,,
36.3,114.0716155,6498,,,
36.9,114.0891703,6499,,,
37.2,114.1067252,6500,,,
36.5,114.1242801,6501,,,
36.4,114.141835,6502,,,
36.4,114.1593899,6503,,,
36,114.1769447,6504,,,
35.9,114.1944996,6505,,,
35.6,114.2120545,6506,,,
36,114.2296094,6507,,,
35.8,114.2471643,6508,,,
35.8,114.2647192,6509,,,
36,114.282274,6510,,,
36.1,114.2998289,6511,,,
36.1,114.3173838,6512,,,
36,114.3349387,6513,,,
35.6,114.3524936,6514,,,
35.4,114.3700484,6515,,,
35.4,114.3876033,6516,,,
35.6,114.4051582,6517,,,
35.6,114.4227131,6518,,,
35.5,114.440268,6519,,,
35.7,114.4578228,6520,,,
35.6,114.4753777,6521,,,
35.6,114.4929326,6522,,,
35.5,114.5104875,6523,,,
35.2,114.5280424,6524,,,
35.1,114.5455972,6525,,,
35.2,114.5631521,6526,,,
35.4,114.580707,6527,,,
35.5,114.5982619,6528,,,
35.6,114.6158168,6529,,,
35.8,114.6333716,6530,,,
35.9,114.6509265,6531,,,
35.9,114.6684814,6532,,,
35.9,114.6860363,6533,,,
35.7,114.7035912,6534,,,
35.6,114.7211461,6535,,,
35.8,114.7387009,6536,,,
36.5,114.7562558,6537,,,
36.6,114.7738107,6538,,,
35.9,114.7913656,6539,,,
35.6,114.8089205,6540,,,
35.6,114.8264753,6541,,,
35.6,114.8440302,6542,,,
35.3,114.8615851,6543,,,
34.9,114.87914,6544,,,
35.4,114.8966949,6545,,,
35.4,114.9142497,6546,,,
35.2,114.9318046,6547,,,
36,114.9493595,6548,,,
35.9,114.9669144,6549,,,
35.9,114.9844693,6550,,,
35.7,115.0020241,6551,,,
36,115.019579,6552,,,
36,115.0371339,6553,,,
35.8,115.0546888,6554,,,
36,115.0722437,6555,,,
36.1,115.0897985,6556,,,
36.2,115.1073534,6557,,,
36.7,115.1249083,6558,,,
36.7,115.1424632,6559,,,
36.7,115.1600181,6560,,,
36.4,115.177573,6561,,,
36.4,115.1951278,6562,,,
36.3,115.2126827,6563,,,
36.1,115.2302376,6564,,,
36.2,115.2477925,6565,,,
36.6,115.2653474,6566,,,
36.9,115.2829022,6567,,,
37.4,115.3004571,6568,,,
37.3,115.318012,6569,,,
37.3,115.3355669,6570,,,
37.3,115.3531218,6571,,,
36.4,115.3706766,6572,,,
36.4,115.3882315,6573,,,
36.7,115.4057864,6574,,,
37.2,115.4233413,6575,,,
36.9,115.4408962,6576,,,
36.8,115.458451,6577,,,
36.8,115.4760059,6578,,,
36.6,115.4935608,6579,,,
36.4,115.5111157,6580,,,
36.4,115.5286706,6581,,,
36.2,115.5462254,6582,,,
36,115.5637803,6583,,,
36,115.5813352,6584,,,
36,115.5988901,6585,,,
36.1,115.616445,6586,,,
35.9,115.6339999,6587,,,
35.8,115.6515547,6588,,,
35.6,115.6691096,6589,,,
35.6,115.6866645,6590,,,
35.6,115.7042194,6591,,,
35.5,115.7217743,6592,,,
35.3,115.7393291,6593,,,
35.8,115.756884,6594,,,
36.1,115.7744389,6595,,,
36.1,115.7919938,6596,,,
35.8,115.8095487,6597,,,
35.9,115.8271035,6598,,,
35.6,115.8446584,6599,,,
35.4,115.8622133,6600,,,
35.4,115.8797682,6601,,,
35.5,115.8973231,6602,,,
35.8,115.9148779,6603,,,
36.1,115.9324328,6604,,,
36.2,115.9499877,6605,,,
36.4,115.9675426,6606,,,
36.7,115.9850975,6607,,,
36.2,116.0026523,6608,,,
36.2,116.0202072,6609,,,
36.3,116.0377621,6610,,,
36.3,116.055317,6611,,,
36.4,116.0728719,6612,,,
36.1,116.0904268,6613,,,
36.3,116.1079816,6614,,,
36,116.1255365,6615,,,
36.1,116.1430914,6616,,,
35.7,116.1606463,6617,,,
35.5,116.1782012,6618,,,
35.1,116.195756,6619,,,
35.1,116.2133109,6620,,,
35.1,116.2308658,6621,,,
35.3,116.2484207,6622,,,
35.5,116.2659756,6623,,,
36,116.2835304,6624,,,
35.9,116.3010853,6625,,,
35.9,116.3186402,6626,,,
35.9,116.3361951,6627,,,
35.8,116.35375,6628,,,
35.2,116.3713048,6629,,,
35.9,116.3888597,6630,,,
36,116.4064146,6631,,,
36,116.4239695,6632,,,
35.8,116.4415244,6633,,,
35.7,116.4590793,6634,,,
35.6,116.4766341,6635,,,
35.1,116.494189,6636,,,
35,116.5117439,6637,,,
35.3,116.5292988,6638,,,
35.3,116.5468537,6639,,,
35.8,116.5644085,6640,,,
36,116.5819634,6641,,,
36.7,116.5995183,6642,,,
37,116.6170732,6643,,,
36.7,116.6346281,6644,,,
36.5,116.6521829,6645,,,
36.9,116.6697378,6646,,,
36.7,116.6872927,6647,,,
36.7,116.7048476,6648,,,
36.7,116.7224025,6649,,,
37.2,116.7399573,6650,,,
37.2,116.7575122,6651,,,
37.1,116.7750671,6652,,,
37.1,116.792622,6653,,,
36.9,116.8101769,6654,,,
36.9,116.8277317,6655,,,
36.1,116.8452866,6656,,,
36.5,116.8628415,6657,,,
36.8,116.8803964,6658,,,
36.8,116.8979513,6659,,,
36.8,116.9155062,6660,,,
36.9,116.933061,6661,,,
37.2,116.9506159,6662,,,
36.8,116.9681708,6663,,,
37,116.9857257,6664,,,
36.4,117.0032806,6665,,,
36.5,117.0208354,6666,,,
36.9,117.0383903,6667,,,
37.2,117.0559452,6668,,,
36.7,117.0735001,6669,,,
36.7,117.091055,6670,,,
36.7,117.1086098,6671,,,
36.7,117.1261647,6672,,,
36.4,117.1437196,6673,,,
36.1,117.1612745,6674,,,
35.9,117.1788294,6675,,,
36.3,117.1963842,6676,,,
36.5,117.2139391,6677,,,
36.9,117.231494,6678,,,
36.8,117.2490489,6679,,,
36.6,117.2666038,6680,,,
36.6,117.2841586,6681,,,
36.7,117.3017135,6682,,,
36.8,117.3192684,6683,,,
36.1,117.3368233,6684,,,
35.8,117.3543782,6685,,,
36.2,117.3719331,6686,,,
36.4,117.3894879,6687,,,
36.1,117.4070428,6688,,,
36.7,117.4245977,6689,,,
36.7,117.4421526,6690,,,
36.5,117.4597075,6691,,,
35.6,117.4772623,6692,,,
35.6,117.4948172,6693,,,
35.6,117.5123721,6694,,,
35.8,117.529927,6695,,,
35.7,117.5474819,6696,,,
35.8,117.5650367,6697,,,
36.4,117.5825916,6698,,,
36.2,117.6001465,6699,,,
36.2,117.6177014,6700,,,
36.4,117.6352563,6701,,,
35.6,117.6528111,6702,,,
35.5,117.670366,6703,,,
35.5,117.6879209,6704,,,
35.8,117.7054758,6705,,,
35.9,117.7230307,6706,,,
36.1,117.7405855,6707,,,
35.9,117.7581404,6708,,,
35.9,117.7756953,6709,,,
35.9,117.7932502,6710,,,
35.9,117.8108051,6711,,,
35.6,117.82836,6712,,,
35.5,117.8459148,6713,,,
35.8,117.8634697,6714,,,
36,117.8810246,6715,,,
36.6,117.8985795,6716,,,
36.6,117.9161344,6717,,,
36.4,117.9336892,6718,,,
36.7,117.9512441,6719,,,
36.6,117.968799,6720,,,
36,117.9863539,6721,,,
36,118.0039088,6722,,,
35.7,118.0214636,6723,,,
36,118.0390185,6724,,,
36.1,118.0565734,6725,,,
35.8,118.0741283,6726,,,
35.8,118.0916832,6727,,,
35.5,118.109238,6728,,,
35.4,118.1267929,6729,,,
35.4,118.1443478,6730,,,
35.4,118.1619027,6731,,,
35.1,118.1794576,6732,,,
35.3,118.1970125,6733,,,
35,118.2145673,6734,,,
35.6,118.2321222,6735,,,
35.8,118.2496771,6736,,,
36.1,118.267232,6737,,,
35.7,118.2847869,6738,,,
35.6,118.3023417,6739,,,
36.1,118.3198966,6740,,,
35.9,118.3374515,6741,,,
36,118.3550064,6742,,,
36,118.3725613,6743,,,
36.4,118.3901161,6744,,,
36.9,118.407671,6745,,,
37.3,118.4252259,6746,,,
37.3,118.4427808,6747,,,
36.9,118.4603357,6748,,,
36.7,118.4778905,6749,,,
36.7,118.4954454,6750,,,
36.7,118.5130003,6751,,,
36.5,118.5305552,6752,,,
37.2,118.5481101,6753,,,
37.3,118.5656649,6754,,,
37.1,118.5832198,6755,,,
37.4,118.6007747,6756,,,
37.6,118.6183296,6757,,,
36.9,118.6358845,6758,,,
36.6,118.6534394,6759,,,
36.6,118.6709942,6760,,,
36.6,118.6885491,6761,,,
37,118.706104,6762,,,
36.6,118.7236589,6763,,,
36.6,118.7412138,6764,,,
36.3,118.7587686,6765,,,
36.5,118.7763235,6766,,,
36.5,118.7938784,6767,,,
36.3,118.8114333,6768,,,
36.3,118.8289882,6769,,,
35.8,118.846543,6770,,,
35.9,118.8640979,6771,,,
36.3,118.8816528,6772,,,
36.7,118.8992077,6773,,,
36.7,118.9167626,6774,,,
36.2,118.9343174,6775,,,
36.3,118.9518723,6776,,,
36.3,118.9694272,6777,,,
35.9,118.9869821,6778,,,
35.7,119.004537,6779,,,
36.1,119.0220918,6780,,,
36.3,119.0396467,6781,,,
36.4,119.0572016,6782,,,
36.4,119.0747565,6783,,,
36.7,119.0923114,6784,,,
36.6,119.1098663,6785,,,
36.3,119.1274211,6786,,,
36.1,119.144976,6787,,,
36.3,119.1625309,6788,,,
36.5,119.1800858,6789,,,
36.7,119.1976407,6790,,,
36.7,119.2151955,6791,,,
37,119.2327504,6792,,,
37.2,119.2503053,6793,,,
36.8,119.2678602,6794,,,
36.2,119.2854151,6795,,,
35.8,119.3029699,6796,,,
35.8,119.3205248,6797,,,
35.7,119.3380797,6798,,,
35.9,119.3556346,6799,,,
36.3,119.3731895,6800,,,
36.3,119.3907443,6801,,,
35.8,119.4082992,6802,,,
35.8,119.4258541,6803,,,
35.9,119.443409,6804,,,
35.4,119.4609639,6805,,,
35,119.4785187,6806,,,
35.6,119.4960736,6807,,,
35.6,119.5136285,6808,,,
35.6,119.5311834,6809,,,
35.9,119.5487383,6810,,,
35.8,119.5662932,6811,,,
36,119.583848,6812,,,
36,119.6014029,6813,,,
35.9,119.6189578,6814,,,
35.7,119.6365127,6815,,,
35.5,119.6540676,6816,,,
35.5,119.6716224,6817,,,
35.6,119.6891773,6818,,,
35.7,119.7067322,6819,,,
35.7,119.7242871,6820,,,
35.6,119.741842,6821,,,
35.6,119.7593968,6822,,,
35.8,119.7769517,6823,,,
35.8,119.7945066,6824,,,
36,119.8120615,6825,,,
35.9,119.8296164,6826,,,
36.2,119.8471712,6827,,,
36.8,119.8647261,6828,,,
37.2,119.882281,6829,,,
36.6,119.8998359,6830,,,
36.2,119.9173908,6831,,,
36.2,119.9349456,6832,,,
36.3,119.9525005,6833,,,
36.3,119.9700554,6834,,,
35.9,119.9876103,6835,,,
36.5,120.0051652,6836,,,
36.7,120.0227201,6837,,,
36.7,120.0402749,6838,,,
36.8,120.0578298,6839,,,
36.8,120.0753847,6840,,,
36.8,120.0929396,6841,,,
37.1,120.1104945,6842,,,
36.5,120.1280493,6843,,,
36.2,120.1456042,6844,,,
36.4,120.1631591,6845,,,
36.6,120.180714,6846,,,
36.6,120.1982689,6847,,,
36.8,120.2158237,6848,,,
36.8,120.2333786,6849,,,
37.2,120.2509335,6850,,,
37.1,120.2684884,6851,,,
37.1,120.2860433,6852,,,
36.5,120.3035981,6853,,,
36.6,120.321153,6854,,,
36.8,120.3387079,6855,,,
37.2,120.3562628,6856,,,
37.2,120.3738177,6857,,,
37.1,120.3913726,6858,,,
37.1,120.4089274,6859,,,
